Contenido #,Contenido,PDA #,Grado,Descripción
1,Narración de sucesos autobiográficos.,1,5°,Lee textos autobiográficos y reflexiona sobre las razones por las que suelen estar narrados en primera persona del singular.
1,Narración de sucesos autobiográficos.,1,5°,"Determina los sucesos autobiográficos que desea narrar y los organiza lógicamente, resaltando los aspectos más significativos."
1,Narración de sucesos autobiográficos.,1,5°,"Escribe narración de los hechos autobiográficos haciendo uso de comas, puntos y seguido, puntos y aparte y dos puntos, para dar claridad y orden de ideas.."
1,Narración de sucesos autobiográficos.,1,5°,"Describe personas, lugares y hechos a través del uso de reiteraciones, frases adjetivas, símiles e imágenes, y mantiene la referencia a los mismos en toda narración por medio de pronombres y sinónimos."
1,Narración de sucesos autobiográficos.,1,5°,"Hace y recibe sugerencias sobre aspectos de mejora, y comparte con la comunidad educativa las versiones finales.."
2,Comprensión y producción de textos explicativos.,2,5°,Lee distintos tipos de textos explicativos y reflexiona sobre sus características y funciones.
2,Comprensión y producción de textos explicativos.,2,5°,"Expone las diferencias entre una descripción y una explicación, y entre un texto descriptivo y uno explicativo."
2,Comprensión y producción de textos explicativos.,2,5°,"Recupera información de distintas fuentes, como artículos de divulgación, libros de texto, reportes de investigación, para producir un texto explicativo sobre temas diversos y con propósitos particulares.."
2,Comprensión y producción de textos explicativos.,2,5°,"Establece relaciones causales y emplea expresiones como en consecuencia, por lo tanto, debido a, a causa de, porque, por consiguiente."
2,Comprensión y producción de textos explicativos.,2,5°,"Distingue sus propias palabras de la paráfrasis y citas textuales, y registra la información bibliográfica de las fuentes consultadas: autor, título, editorial, lugar y fecha de publicación, páginas consultadas, etcétera.."
3,Participación y producción de textos explicativos.,3,5°,"Reconoce que hay temas donde las opiniones se dividen, y es necesario sustentar las propias."
3,Participación y producción de textos explicativos.,3,5°,Conoce la función y organización de un debate.
3,Participación y producción de textos explicativos.,3,5°,"Investiga y toma notas de las ideas centrales y otros datos significativos con relación al tema del debate, con la intención de construir sus argumentos.."
3,Participación y producción de textos explicativos.,3,5°,Identifica la función de los nexos de subordinación en textos argumentativos.
3,Participación y producción de textos explicativos.,3,5°,"Hace su presentación, opina sobre lo que dicen otros y otras participantes y reconocen que es posible cambiar de opinión, a partir de las opiniones argumentadas de las demás personas.."
4,Comprensión y producción de textos argumentativos.,4,5°,"Lee textos sobre temas polémicos, y distingue las opiniones de los datos y hechos concretos."
4,Comprensión y producción de textos argumentativos.,4,5°,"Compara distintas formas de construir y expresar argumentos, siempre en un marco de respeto."
4,Comprensión y producción de textos argumentativos.,4,5°,"Expresa sus opiniones oralmente, basado en argumentos, sobre textos que incluyen temas polémicos.."
5,"Comprensión y producción de textos informativos, para ampliar sus conocimientos sobre temas de interés tanto colectivo como individual.",5,5°,Selecciona y lee textos informativos sobre temas de su interés.
5,"Comprensión y producción de textos informativos, para ampliar sus conocimientos sobre temas de interés tanto colectivo como individual.",5,5°,"Formula preguntas para guiar la búsqueda de información específica, para lo cual usa los signos de interrogación."
5,"Comprensión y producción de textos informativos, para ampliar sus conocimientos sobre temas de interés tanto colectivo como individual.",5,5°,Reconoce el tema central de los textos leídos..
5,"Comprensión y producción de textos informativos, para ampliar sus conocimientos sobre temas de interés tanto colectivo como individual.",5,5°,"Escribe textos informativos, empleando signos de puntuación: coma, dos puntos, punto y seguido, y punto y aparte, para organizar las ideas dentro de los párrafos.."
6,"Comprensión y producción de textos discontinuos, para organizar y presentar información.",6,5°,"Reconoce, mediante el análisis, las características y funciones de los textos discontinuos, en particular de tablas de doble entrada, líneas del tiempo y cuadros cronológicos."
6,"Comprensión y producción de textos discontinuos, para organizar y presentar información.",6,5°,Reflexiona sobre la utilidad de los textos discontinuos para organizar y presentar información..
6,"Comprensión y producción de textos discontinuos, para organizar y presentar información.",6,5°,Selecciona información para organizarla y presentarla por medio de textos discontinuos.
6,"Comprensión y producción de textos discontinuos, para organizar y presentar información.",6,5°,"Produce textos discontinuos, considerando al destinatario y tomando en cuenta aspectos gráficos como el tamaño de la letra empleada, a fin de garantizar su legibilidad.."
7,Elaboración e intercambio de reseñas de diversos textos y/o audiovisuales.,7,5°,Reconoce las características y función de las reseñas.
7,Elaboración e intercambio de reseñas de diversos textos y/o audiovisuales.,7,5°,"Describe un texto leído y construye una opinión acerca del mismo, explicando su parecer."
7,Elaboración e intercambio de reseñas de diversos textos y/o audiovisuales.,7,5°,"Usa expresiones como creo que, en mi opinión, pienso que, de acuerdo con, desde mi punto de vista, considero que, para organizar y compartir su opinión.."
7,Elaboración e intercambio de reseñas de diversos textos y/o audiovisuales.,7,5°,"Registra datos de identificación del texto título, autor, editorial y lugar y fecha de publicación, número de páginas."
7,Elaboración e intercambio de reseñas de diversos textos y/o audiovisuales.,7,5°,Revisa y corrige reiteraciones innecesarias en la escritura de la reseña: errores de concordancia y de ortografía en general..
8,Comparación y producción de documentos que regulan la convivencia.,8,5°,"Analiza varios reglamentos escolares, e identifica características como brevedad o concisión y uso de verbos y numerales."
8,Comparación y producción de documentos que regulan la convivencia.,8,5°,Comprende y explica la función de los reglamentos.
8,Comparación y producción de documentos que regulan la convivencia.,8,5°,Participa en la elaboración del reglamento del aula.
8,Comparación y producción de documentos que regulan la convivencia.,8,5°,Revisa y corrige errores de concordancia y ortografía en el texto..
9,Exposición sobre temas relacionados con el cuidado de la salud.,9,5°,Como presentador o presentadora.
9,Exposición sobre temas relacionados con el cuidado de la salud.,9,5°,"Recupera e integra información de diversas fuentes, gráficas, orales y/o escritas, para preparar su presentación."
9,Exposición sobre temas relacionados con el cuidado de la salud.,9,5°,"Escribe palabras clave y/o notas breves para usarlas como guía y exponer de manera lógica y secuenciada, empleando un léxico formal.."
9,Exposición sobre temas relacionados con el cuidado de la salud.,9,5°,"Elabora cuadros sinópticos, esquemas, tablas de doble entrada u otros recursos gráficos, como material de apoyo para la exposición."
9,Exposición sobre temas relacionados con el cuidado de la salud.,9,5°,"Conserva la atención de las espectadoras y los espectadores, resuelve dudas y hace comentarios acerca de lo que le plantean.."
9,Exposición sobre temas relacionados con el cuidado de la salud.,9,5°,"Como audiencia Mantiene la atención en lo que presenta la expositora o el expositor, toma notas sobre lo que le parece más relevante, le causa duda o quiere comentar, y pide y hace uso de la palabra para plantear preguntas, hacer comentarios o compartir su opinión.."
10,Producción y envío de cartas personales.,10,5°,Lee distintas cartas personales reales y literarias.
10,Producción y envío de cartas personales.,10,5°,Reflexiona sobre las características y funciones de las cartas personales enviadas por correo postal y electrónico.
10,Producción y envío de cartas personales.,10,5°,"Expresa sentimientos, ideas y experiencias por medio de cartas, pensando en destinatarias y destinatarios específicos.."
10,Producción y envío de cartas personales.,10,5°,"Reconoce palabras y expresiones que señalan tiempo y espacio en las cartas personales: allá, aquí, ahí, acá, hace tiempo."
10,Producción y envío de cartas personales.,10,5°,Envía las cartas que escribe a través del correo postal y/o electrónico..
11,Interpretación y producción de anuncios publicitarios de productos o servicios ofrecidos en la comunidad.,11,5°,"Analiza anuncios publicitarios impresos y electrónicos, e identifica sus características y funciones."
11,Interpretación y producción de anuncios publicitarios de productos o servicios ofrecidos en la comunidad.,11,5°,"Reflexiona sobre los recursos empleados para persuadir a los consumidores, como las imágenes que utilizan y, en particular, las características del lenguaje escrito; por ejemplo, uso de adjetivos, rimas, juegos de palabras, metáforas y comparaciones, así como la brevedad.."
11,Interpretación y producción de anuncios publicitarios de productos o servicios ofrecidos en la comunidad.,11,5°,Identifica los productos y servicios ofrecidos en su comunidad que desea publicitar.
11,Interpretación y producción de anuncios publicitarios de productos o servicios ofrecidos en la comunidad.,11,5°,"Elabora anuncios publicitarios en los que emplea distintas estrategias textuales para persuadir a su público objetivo, cuidando la distribución gráfica; por ejemplo, el tamaño y colocación de texto e imagen, así como la claridad."
11,Interpretación y producción de anuncios publicitarios de productos o servicios ofrecidos en la comunidad.,11,5°,Difunde con las personas de la comunidad los anuncios publicitarios elaborados..
12,Seguimiento crítico de noticias en diferentes medios de comunicación escrita.,12,5°,"Expresa interés por una noticia particular y busca notas informativas relacionadas en distintos medios de comunicación escrita: periódicos, revistas, portales de internet.."
12,Seguimiento crítico de noticias en diferentes medios de comunicación escrita.,12,5°,Da seguimiento a las noticias de su interés en diferentes medios de comunicación escrita..
12,Seguimiento crítico de noticias en diferentes medios de comunicación escrita.,12,5°,"Analiza los elementos que componen las notas informativas sobre noticias de su interés en los diferentes medios de comunicación escrita: títulos, balazos, entradillas, tipografías, usos de espacios, puntuación, elementos gráficos, formas de referirse a las personas o lugares involucrados.."
12,Seguimiento crítico de noticias en diferentes medios de comunicación escrita.,12,5°,Compara las diferencias y similitudes en las distintas formas de presentar las noticias de su interés.
12,Seguimiento crítico de noticias en diferentes medios de comunicación escrita.,12,5°,Comparte sus reflexiones sobre los hechos noticiosos de su interés y sobre la experiencia de darles seguimiento en diferentes medios de comunicación escrita..
13,Comprensión y producción de textos para gestionar servicios públicos.,13,5°,"Explora distintos formularios para gestionar servicios públicos: los que brinda la escuela, la biblioteca o, en general, la comunidad."
13,Comprensión y producción de textos para gestionar servicios públicos.,13,5°,Reflexiona tanto sobre la utilidad de esta clase de documentos como sobre sus características y funciones.
13,Comprensión y producción de textos para gestionar servicios públicos.,13,5°,Llena diferentes formularios e identifica el tipo de información que incluyen y solicitan..
13,Comprensión y producción de textos para gestionar servicios públicos.,13,5°,Reconoce la utilidad de los formularios para gestionar servicios públicos.
14,Elaboración de un triptico informativo sobre la prevención de algún problema colectivo.,14,5°,Recopila y analiza distintos trípticos informativos para conocer sus características y funciones.
14,Elaboración de un triptico informativo sobre la prevención de algún problema colectivo.,14,5°,"Determina, por medio del diálogo con sus compañeras y compañeros, algún problema colectivo que pueda prevenirse, relacionado con la salud, la violencia, el bienestar."
14,Elaboración de un triptico informativo sobre la prevención de algún problema colectivo.,14,5°,"Investiga en varias fuentes sobre el problema colectivo que quieren prevenir y, en común acuerdo con sus pares, integra la información más relevante en un texto breve que incluya nexos que ayuden a que las ideas se presenten de manera ordenada y coherente.."
14,Elaboración de un triptico informativo sobre la prevención de algún problema colectivo.,14,5°,"Organiza la información textual y gráfica en un tríptico en el que se defina el problema que quieren prevenir y las razones para hacerlo, así como las medidas de prevención y las personas, fuentes o instituciones a las cuales es posible recurrir para profundizar en el asunto o buscar ayuda."
14,Elaboración de un triptico informativo sobre la prevención de algún problema colectivo.,14,5°,Presenta y difunde el tríptico con la comunidad escolar..
15,Reconocimiento de la diversidad lingüística de México.,15,5°,Investiga en fuentes impresas y/o electrónicas sobre la diversidad lingüística en México y sobre la influencia de las lenguas originarias en el español en México.
15,Reconocimiento de la diversidad lingüística de México.,15,5°,"Averigua por medio de entrevistas con personas adultas mayores y la consulta de diccionarios, algunas palabras usuales en el español mexicano que provienen de lenguas originarias.."
15,Reconocimiento de la diversidad lingüística de México.,15,5°,"Registra las palabras sobre las que averiguo, comprende su significado y, de ser posible en su historia."
15,Reconocimiento de la diversidad lingüística de México.,15,5°,Comparte el resultado de su investigación.
15,Reconocimiento de la diversidad lingüística de México.,15,5°,Reflexiona sobre la diversidad lingüística en México y valora su riqueza..
16,Interpretación y valoración de manifestaciones culturales y artísticas de México y del mundo.,16,5°,"Explora manifestaciones culturales y artísticas de diversos orígenes, e identifica sus elementos, para recrearlos mediante textos y otras producciones artísticas que amplíen sus concepciones de ser y estar en el mundo.."
16,Interpretación y valoración de manifestaciones culturales y artísticas de México y del mundo.,16,5°,"Relaciona el uso de textos, imágenes, colores, objetos, sonidos, silencios, aromas y movimientos, presentes en manifestaciones culturales y artísticas, con los que infiere su significado, a partir de intereses, perspectivas y creencias propias."
