Contenido #,Contenido,PDA #,Grado,Descripción
1,"Fase 5 Estructura y funcionamiento del cuerpo humano: sistemas circulatorio, respiratorio e inmunológico, y su relación con la salud ambiental, así como acciones para su cuidado.",1,5°,"Describe y representa mediante modelos, la relación de la nariz, tráquea y pulmones, como parte del sistema respiratorio, con el intercambio de gases."
1,"Fase 5 Estructura y funcionamiento del cuerpo humano: sistemas circulatorio, respiratorio e inmunológico, y su relación con la salud ambiental, así como acciones para su cuidado.",1,5°,"Indaga y explica con modelos, la función general del corazón y los vasos sanguíneos (arterias y venas), que forman parte del sistema circulatorio y su relación con el intercambio de gases."
1,"Fase 5 Estructura y funcionamiento del cuerpo humano: sistemas circulatorio, respiratorio e inmunológico, y su relación con la salud ambiental, así como acciones para su cuidado.",1,5°,"Comprende que la frecuencia cardiaca es el número de latidos del corazón en un minuto, que se puede medir en los puntos en los que se ubican arterias (muñecas, cuello, tobillos) a través del pulso cardíaco; establece relaciones entre la actividad física y la frecuencia cardíaca."
1,"Fase 5 Estructura y funcionamiento del cuerpo humano: sistemas circulatorio, respiratorio e inmunológico, y su relación con la salud ambiental, así como acciones para su cuidado.",1,5°,Indaga los factores del medio ambiente que inciden en la salud de los sistemas circulatorio y respiratorio; propone y práctica acciones para prevenir infecciones y enfermedades y favorecer su cuidado.
2,"Fase 5 Etapas del desarrollo humano: proceso de reproducción y prevención de infecciones de transmisión sexual (ITS) y embarazos en adolescentes, en el marco de la salud sexual y reproductiva.",2,5°,"Describe a la infancia, adolescencia, madurez y vejez como parte del desarrollo humano, así como las características, necesidades, responsabilidades, formas de pensar y cuidados generales en cada una de ellas"
2,"Fase 5 Etapas del desarrollo humano: proceso de reproducción y prevención de infecciones de transmisión sexual (ITS) y embarazos en adolescentes, en el marco de la salud sexual y reproductiva.",2,5°,"Comprende que el embarazo es resultado de una relación sexual, a partir de escribir y representar con modelos el proceso general de la reproducción en los seres humanos: fecundación, embarazo y parto, que implica la toma de decisiones libres e informadas y su prevención y planificación es responsabilidad tanto de hombres como de mujeres, y que forma parte de sus derechos sexuales y reproductivos."
2,"Fase 5 Etapas del desarrollo humano: proceso de reproducción y prevención de infecciones de transmisión sexual (ITS) y embarazos en adolescentes, en el marco de la salud sexual y reproductiva.",2,5°,"Analiza diversas situaciones acordes a su contexto relacionadas con el ejercicio de la sexualidad para reconocerlo como un derecho de todas las personas, y de vivirla de manera libre, informada, segura como de parte de la salud sexual."
2,"Fase 5 Etapas del desarrollo humano: proceso de reproducción y prevención de infecciones de transmisión sexual (ITS) y embarazos en adolescentes, en el marco de la salud sexual y reproductiva.",2,5°,"Argumenta acerca de la importancia de los vínculos afectivos, la igualdad, el respeto, la comunicación en las relaciones de pareja, con la finalidad de prevenir violencia en el noviazgo y embarazos en la adolescencia, considerando su proyecto de vida y el inicio de la actividad sexual."
3,"Fase 5 Alimentación saludable: características de la dieta correcta, costumbres de la comunidad, riesgos del consumo de alimentos ultraprocesados y acciones para mejorar la alimentación.",3,5°,"Explica las características de la dieta correcta, variada, completa, equilibrada, inocua, suficiente, y las contrasta con sus hábitos de alimentación para tomar decisiones en beneficio de si salud."
3,"Fase 5 Alimentación saludable: características de la dieta correcta, costumbres de la comunidad, riesgos del consumo de alimentos ultraprocesados y acciones para mejorar la alimentación.",3,5°,"Indaga posibles riesgos de los hábitos de alimentación personales y familiares, como diabetes, hipertensión, colesterol elevado, entre otros; propone posibles cambios en su alimentación a partir de las alternativas que están disponibles en su localidad y en las prácticas de higiene relacionadas con la preparación y consumo de alimentos."
3,"Fase 5 Alimentación saludable: características de la dieta correcta, costumbres de la comunidad, riesgos del consumo de alimentos ultraprocesados y acciones para mejorar la alimentación.",3,5°,Describe de dónde provienen y cómo se producen o procesan los alimentos que consumo y los beneficios nutrimentales que estos tienen; diseña distintos menús basados en las características de la dieta correcta.
3,"Fase 5 Alimentación saludable: características de la dieta correcta, costumbres de la comunidad, riesgos del consumo de alimentos ultraprocesados y acciones para mejorar la alimentación.",3,5°,"Comprende que su alimentación está relacionada con las costumbres de la familia y los productos de consumo disponibles en su comunidad, a partir de compararla con otras formas de alimentación en diferentes regiones del país y con otros países."
3,"Fase 5 Alimentación saludable: características de la dieta correcta, costumbres de la comunidad, riesgos del consumo de alimentos ultraprocesados y acciones para mejorar la alimentación.",3,5°,"Analiza y explica la relación que tiene mantener una dieta correcta con el crecimiento y funcionamiento adecuado del organismo, así como para prevenir enfermedades no transmisibles como la diabetes o la hipertensión."
4,"Fase 5 Funciones vitales que caracterizan a plantas y animales como seres vivos, y su relación con el entorno natural, así como sus cambios a través del tiempo.",4,5°,"Explica la reproducción en plantas por semillas, tallos, hojas, raíces y su interacción con otros seres vivos y el entorno natural; identifica y representa las estructuras de una flor que participan en la reproducción."
4,"Fase 5 Funciones vitales que caracterizan a plantas y animales como seres vivos, y su relación con el entorno natural, así como sus cambios a través del tiempo.",4,5°,"Describe interacciones que ocurren entre los factores físicos y biológicos que intervienen en el proceso de reproducción de las plantas: polinización, dispersión de semillas y frutos, o germinación."
4,"Fase 5 Funciones vitales que caracterizan a plantas y animales como seres vivos, y su relación con el entorno natural, así como sus cambios a través del tiempo.",4,5°,"Indaga el tipo de desarrollo y nacimiento de diversos animales (insectos, arácnidos, moluscos, aves, mamíferos, reptiles, peces y anfibios) para clasificarlos en vivíparos y ovíparos."
4,"Fase 5 Funciones vitales que caracterizan a plantas y animales como seres vivos, y su relación con el entorno natural, así como sus cambios a través del tiempo.",4,5°,Comprende que la reproducción es una función que caracteriza a todas las plantas y los animales como seres vivos.
5,"Fase 5 Factores que conforman la biodiversidad y el medio ambiente, la riqueza natural de México y su relevancia como parte del patrimonio biocultural de la humanidad, y la importancia de su conservación.",5,5°,"Comprende que la biodiversidad es la cantidad y variedad de ecosistemas y de seres vivos (animales, plantas, hongos y bacterias); e identifica la cantidad total de especies identificadas hasta el momento por el ciencia a nivel mundial."
5,"Fase 5 Factores que conforman la biodiversidad y el medio ambiente, la riqueza natural de México y su relevancia como parte del patrimonio biocultural de la humanidad, y la importancia de su conservación.",5,5°,"Indaga los factores que favorecen la presencia de México de una variedad de ecosistemas y seres vivos, que lo hacen megadiverso; valora la importancia natural y sociocultural de su conservación."
