Contenido #,Contenido,PDA #,Grado,Descripción
1,"Valoración de la biodiversidad; en el territorio donde se ubica la localidad, entidad, México y el mundo, valores y acciones sustentables.",1,6°,"Comprende la biodiversidad en la Tierra, su sistema de relaciones e interdependencia global."
1,"Valoración de la biodiversidad; en el territorio donde se ubica la localidad, entidad, México y el mundo, valores y acciones sustentables.",1,6°,"Interpreta representaciones cartográficas de la riqueza en biodiversidad de continentes (África, América, Antártida, Asia, Europa, Oceanía), aguas oceánicas y continentales."
1,"Valoración de la biodiversidad; en el territorio donde se ubica la localidad, entidad, México y el mundo, valores y acciones sustentables.",1,6°,"Explica los procesos ecosistémicos de la biodiversidad, en relación con la circulación de energía, mediante las interacciones entre los seres humanos, otros seres vivos, el agua, el aire y el suelo, así como sus beneficios ambientales.."
1,"Valoración de la biodiversidad; en el territorio donde se ubica la localidad, entidad, México y el mundo, valores y acciones sustentables.",1,6°,"Comprende relaciones sociales económicas, culturas y políticas en diversas interacciones medidas por intereses (formas de producción, abastecimiento, distribución, estilos de consumo en el mundo, percepciones del entorno, tradiciones alimenticias, culturales, identidad cultural, sentido de pertinencia, inspiración estética o espiritual), así como formas de concebir la naturaleza, que favorecen relaciones armónicas o desfavorecen su integridad y su función para la vida incidiendo en el desbalance de la biósfera como la evidencia el cambio climático."
1,"Valoración de la biodiversidad; en el territorio donde se ubica la localidad, entidad, México y el mundo, valores y acciones sustentables.",1,6°,"Analiza críticamente formas de cuidar, respetar y proteger la biodiversidad sustentablemente.."
2,"Valoración de la megadiversidad mexicana: megadiversidad en México, diversidad cultural, relaciones ser humano-naturaleza y representaciones distintas de las diferentes culturas o grupos sociales, sobre la biodiversidad y su manejo, acorde a sus contextos.",2,6°,"Investiga sobre las características geográficas y las regiones biogeográficas que hacen de México un país megadiverso y biocultural, relacionándolas con las zonas climáticas, los espacios económicos, la distribución de la población en México y los países con mayor biodiversidad."
2,"Valoración de la megadiversidad mexicana: megadiversidad en México, diversidad cultural, relaciones ser humano-naturaleza y representaciones distintas de las diferentes culturas o grupos sociales, sobre la biodiversidad y su manejo, acorde a sus contextos.",2,6°,"Analiza y argumenta cómo la biodiversidad local influye en las tradiciones culturales de la comunidad (cultivos, alimentos, indumentaria, herbolaria, fiestas, ritos, entre otras).."
2,"Valoración de la megadiversidad mexicana: megadiversidad en México, diversidad cultural, relaciones ser humano-naturaleza y representaciones distintas de las diferentes culturas o grupos sociales, sobre la biodiversidad y su manejo, acorde a sus contextos.",2,6°,"Argumenta por qué la megadiversidad de México es parte de su patrimonio biocultural, para comprender su estrecha vinculación con el desarrollo social, la salud y el bienestar de la población, y ejemplifica elementos del patrimonio biocultural de México reconocidos a nivel mundial.."
3,"Sustentabilidad de la biodiversidad y humanismo: rasgos de los estilos de vida y modelos de desarrollo dominantes y su impacto en la biodiversidad, implicaciones socioambientales de la preservación.",3,6°,"Valora las causas y los factores sociales que impactan en la problemática ambiental, en la salud de los ecosistemas, en los seres vivos, entre otros riesgos que amenazan la continuidad de la vida en la Tierra."
3,"Sustentabilidad de la biodiversidad y humanismo: rasgos de los estilos de vida y modelos de desarrollo dominantes y su impacto en la biodiversidad, implicaciones socioambientales de la preservación.",3,6°,"Analiza críticamente las implicaciones socioambientales de la mercantilización de la biodiversidad, y propone alternativas sustentables para favorecer la estabilidad y seguridad de la convivencia humana con la naturaleza.."
3,"Sustentabilidad de la biodiversidad y humanismo: rasgos de los estilos de vida y modelos de desarrollo dominantes y su impacto en la biodiversidad, implicaciones socioambientales de la preservación.",3,6°,"Propone y realiza acciones de consumo sustentable en su casa, escuela y comunidad para proteger y contribuir a regenerar y preservar la biodiversidad."
3,"Sustentabilidad de la biodiversidad y humanismo: rasgos de los estilos de vida y modelos de desarrollo dominantes y su impacto en la biodiversidad, implicaciones socioambientales de la preservación.",3,6°,"Dialoga acerca de qué manera, los posibles efectos del cambio climático pueden afectar a la biodiversidad y a las personas de acuerdo con el género y la edad o si viven en zona urbana o rural.."
4,"Ética y biodiversidad: factores sociales que propician la convivencia armónica con el medio ambiente basada en el respeto, responsabilidad, justicia social y equidad con la naturaleza.",4,6°,"Valorar la importancia del respeto la colaboración en el cuidado y aprovechamiento sustentable de la biodiversidad, considerándola como parte imprescindible para la vida humana, y cuya protección debe promover la justicia social."
4,"Ética y biodiversidad: factores sociales que propician la convivencia armónica con el medio ambiente basada en el respeto, responsabilidad, justicia social y equidad con la naturaleza.",4,6°,"Indaga y evalúa situaciones que impactan la biodiversidad de México, considerando los valores, las interacciones y acciones personales, familiares, comunitarias y de otras sociedades."
4,"Ética y biodiversidad: factores sociales que propician la convivencia armónica con el medio ambiente basada en el respeto, responsabilidad, justicia social y equidad con la naturaleza.",4,6°,"Propone y pone en práctica, de manera crítica, con juicio ético y de acuerdo con sus posibilidades, acciones de bienestar común para la regeneración y preservación de la biodiversidad en la vida cotidiana.."
5,Derechos humanos: a un ambiente sano y acceso al agua potable.,5,6°,"Indaga, comprende y dialoga sobre la importancia del agua y su balance con otros elementos del ecosistema global, para garantizar la supervivencia de la biodiversidad, incluido el ser humano."
5,Derechos humanos: a un ambiente sano y acceso al agua potable.,5,6°,"Comprende que la Constitución Política de los Estados Unidos Mexicanos, las leyes nacionales y los tratados internacionales suscritos por México, garantizan los derechos a la salud, a un medio ambiente sano, y el acceso a agua potable."
5,Derechos humanos: a un ambiente sano y acceso al agua potable.,5,6°,"Dialoga y argumenta acerca de cómo ejerce sus derechos humanos a la salud, al agua potable y a un ambiente sano y adecuado para su desarrollo.."
6,"La responsabilidad compartida, el respeto y el consumo sustentable: acciones colectivas a favor de la protección, regeneración y preservación de la biodiversidad y el bienestar socioemocional.",6,6°,"Investiga acciones de consumo sustentable del agua y la biodiversidad, para contribuir a mitigar el impacto negativo de la sociedad en estos sistemas de la naturaleza.."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,6°,"investiga en noticias, lecturas o narraciones, desastres ocurridos en México y otros países del mundo."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,6°,"Indaga sobre riesgos de desastre en el territorio nacional, asociados a fenómenos naturales, los representa de manera cartográfica y localiza las zonas de seguridad."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,6°,"Investiga, en distintas fuentes, acerca de las crisis humanitarias actuales, causadas por desastres de tipo natural o antrópico, y que generan desplazamiento de grandes grupos de personas, considerando las razones por las que tuvieron que desplazarse de esa región, ¿a qué lugar llegaron a refugiarse?."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,6°,"¿cuáles son las situaciones de peligro que enfrentan en su camino?, ¿por qué se les considera refugiados?, y a ¿quién le corresponde proporcionarles ayuda?."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,6°,"Dialoga acerca de cómo se sienten las personas al ser obligadas a abandonar su lugar de origen, dejando atrás su patrimonio y su forma de vida, ¿qué pasa con las familias?, ¿cómo viven niñas, niños y adolescentes?, y ¿cómo afecta esta situación a las mujeres y personas con discapacidad? Identifica los mecanismos de prevención que se utilizan en México y otros países, tales como la alerta sísmica, la alerta temprana para ciclones, la alerta temprana para tsunamis, el monitoreo de volcanes, entre otros, que permiten mitigar el impacto económico y social derivado de dichas eventualidades.."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,6°,"Indaga acerca de los organismos internacionales que proporcionan ayuda humanitaria, así como cuáles son sus funciones y qué tipo de ayuda proporciona."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,6°,"Comprende que las crisis humanitarias precisan de la colaboración de otros países, aportando ayuda humanitaria."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,6°,"Propone acciones que pueden llevar a cabo las personas o comunidades, para minimizar los efectos de las crisis humanitarias en su entidad, país o en otra parte del mundo.."
8,"Construcción de la cultura de paz: análisis de conflictos vecinales y/o territoriales del pasado y del presente entre personas, grupos, comunidades y pueblos para identificar sus causas, cómo se desarrollaron y cómo se resolvieron, destacando el diálogo y la negociación y la tolerancia.",8,6°,"Analiza críticamente algunos ejemplos de conflictos territoriales en México en el pasado o el presente vinculados con la disposición, obtención, despojo de recursos, diferencias económicas, políticas, culturales, indefinición de límites territoriales, para valorar las relaciones de justicia, respeto, colaboración, reciprocidad y convivencia armónica, que deben existir entre las personas y países para promover la cultura de paz."
8,"Construcción de la cultura de paz: análisis de conflictos vecinales y/o territoriales del pasado y del presente entre personas, grupos, comunidades y pueblos para identificar sus causas, cómo se desarrollaron y cómo se resolvieron, destacando el diálogo y la negociación y la tolerancia.",8,6°,"Indaga en fuentes bibliográficas, hemerográficas o en narraciones orales, cómo se desarrolló el conflicto, así como los recursos que se usaron para abordarlo."
8,"Construcción de la cultura de paz: análisis de conflictos vecinales y/o territoriales del pasado y del presente entre personas, grupos, comunidades y pueblos para identificar sus causas, cómo se desarrollaron y cómo se resolvieron, destacando el diálogo y la negociación y la tolerancia.",8,6°,Realiza propuestas para promover la cultura de la paz en distintos ámbitos de convivencia..
9,La democracia como forma de gobierno en México y su construcción a través de la historia.,9,6°,"Analiza críticamente las transformaciones en la forma de gobierno en México durante el siglo XX: el fin del porfiriato, la Revolución Mexicana y la promulgación de la Constitución de 1917, que reafirma el sistema federal, la separación y equilibrio de Poderes; las posteriores reformas legales que garantizan la participación política equitativa e igualitaria, tales como la reforma constitucional de 1953 que reconoce el derecho al voto de las mujeres."
9,La democracia como forma de gobierno en México y su construcción a través de la historia.,9,6°,"Identifica cómo se retomaron las demandas históricas y los conflictos en la construcción de la República representativa, democrática, laica, federal, pluricultural y plurilingüe, que hoy nos rige como país.."
9,La democracia como forma de gobierno en México y su construcción a través de la historia.,9,6°,"Indaga y analiza críticamente algunas experiencias de organización de pueblos originarios, afromexicanos y migrantes, así como otros pueblos y colectivos que dan cuenta de la toma de decisiones conjuntas, para el ejercicio de la autoridad y la corresponsabilidad en la búsqueda del bienestar común.."
10,"Cultura democrática: principios éticos que subyacen en los acuerdos, normas y leyes democráticas, importancia de su cumplimiento y evaluación de su aplicación justa, equitativa igualitaria en la vida cotidiana.",10,6°,"Evalúa la aplicación justa, equitativa e igualitaria de acuerdos, normas y leyes en situaciones cotidianas del ámbito local o nacional, comprende que esto favorece la cultura democrática."
