Contenido #,Contenido,PDA #,Grado,Descripción
1,"Fase 5 Estructura y funcionamiento del cuerpo humano: sistemas circulatorio, respiratorio e inmunológico, y su relación con la salud ambiental, así como acciones para su cuidado.",1,6°,"Explica la participación del sistema inmunológico en la defensa y protección del cuerpo humano ante infecciones y enfermedades, algunas de las células y órganos que lo conforman, sin profundizar en características y funciones específicas"
1,"Fase 5 Estructura y funcionamiento del cuerpo humano: sistemas circulatorio, respiratorio e inmunológico, y su relación con la salud ambiental, así como acciones para su cuidado.",1,6°,"Describe los beneficios y practica acciones para fortalecer y cuidar el sistema inmunológico: vacunación, higiene, alimentación saludable, consumo de agua simple potable, descanso, actividades físicas y recreativas."
1,"Fase 5 Estructura y funcionamiento del cuerpo humano: sistemas circulatorio, respiratorio e inmunológico, y su relación con la salud ambiental, así como acciones para su cuidado.",1,6°,"Argumenta la importancia de las vacunas como aportes científicos y tecnológicos para prevenir enfermedades transmisibles y de la Cartilla Nacional de Salud para dar seguimiento a su estado de salud, así como de prácticas culturales para prevenirlas."
1,"Fase 5 Estructura y funcionamiento del cuerpo humano: sistemas circulatorio, respiratorio e inmunológico, y su relación con la salud ambiental, así como acciones para su cuidado.",1,6°,"Explica los factores que ponen en riesgo la salud y aquellos que la favorecen al analizar diversas situaciones y propone acciones para reducir la propagación de enfermedades transmisibles en los entornos familiar, escolar y comunitario."
2,"Fase 5 Etapas del desarrollo humano: proceso de reproducción y prevención de infecciones de transmisión sexual (ITS) y embarazos en adolescentes, en el marco de la salud sexual y reproductiva.",2,6°,"Analiza y argumenta las implicaciones y riesgos del embarazo a temprana edad o en adolescentes, y las consecuencias en los ámbitos de salud, personal, familiar, educativo, social y económico."
2,"Fase 5 Etapas del desarrollo humano: proceso de reproducción y prevención de infecciones de transmisión sexual (ITS) y embarazos en adolescentes, en el marco de la salud sexual y reproductiva.",2,6°,"Toma decisiones responsables e informadas relacionadas con la salud sexual y reproductiva, a partir de comprender que el ejercicio de la sexualidad es una decisión propia, en la que permean los valores, formas de pensar de cada persona y la cultura, y forma parte de los derechos sexuales."
2,"Fase 5 Etapas del desarrollo humano: proceso de reproducción y prevención de infecciones de transmisión sexual (ITS) y embarazos en adolescentes, en el marco de la salud sexual y reproductiva.",2,6°,"Compara y argumenta ventajas y desventajas de llevar a cabo conductas sexuales responsables para evitar embarazos e ITS, incluido el VIH: uso del condón, retraso de la actividad sexual o la abstención."
2,"Fase 5 Etapas del desarrollo humano: proceso de reproducción y prevención de infecciones de transmisión sexual (ITS) y embarazos en adolescentes, en el marco de la salud sexual y reproductiva.",2,6°,"Analiza creencias e ideas falsas en torno a las ITS, con base en las vías de transmisión y prevención, el uso de métodos anticonceptivos (variedad, efectividad y accesibilidad) y las conductas de autocuidado."
2,"Fase 5 Etapas del desarrollo humano: proceso de reproducción y prevención de infecciones de transmisión sexual (ITS) y embarazos en adolescentes, en el marco de la salud sexual y reproductiva.",2,6°,"Reconoce que el consumo de alcohol y otras sustancias adictivas, el rechazo al uso de métodos anticonceptivos, entre otros, son factores que propician conductas violentas vinculadas al ejercicio de la sexualidad: abuso sexual, hostigamiento, violación, violación infantil y de género."
3,"Fase 5 Alimentación saludable: características de la dieta correcta, costumbres de la comunidad, riesgos del consumo de alimentos ultraprocesados y acciones para mejorar la alimentación.",3,6°,"Establece relaciones entre problemas asociados a la alimentación: sobrepeso, obesidad y desnutrición con factores de riesgo como consumo de alimentos y bebidas ultra procesadas; analiza las causas y riesgos de trastornos de la alimentación como la anorexia y la bulimia."
3,"Fase 5 Alimentación saludable: características de la dieta correcta, costumbres de la comunidad, riesgos del consumo de alimentos ultraprocesados y acciones para mejorar la alimentación.",3,6°,Propone platillos para el consumo familiar en los que incorpora alimentos regionales y de temporada que brinden una alimentación saludable a bajo costo.
3,"Fase 5 Alimentación saludable: características de la dieta correcta, costumbres de la comunidad, riesgos del consumo de alimentos ultraprocesados y acciones para mejorar la alimentación.",3,6°,"Propone y practica acciones para prevenir enfermedades no transmisibles como sobrepeso, obesidad y desnutrición, vinculadas con factores protectores como actividad física diaria, alimentación baja en azúcares, sal y grasas, además de beber agua simple potable."
4,"Fase 5 Funciones vitales que caracterizan a plantas y animales como seres vivos, y su relación con el entorno natural, así como sus cambios a través del tiempo.",4,6°,"Indaga y explica cambios en los seres vivos en el entorno natural a través del tiempo, a partir de reconocer causas y consecuencias de su extinción hace más de 10000 años en la actualidad, en México y el mundo."
4,"Fase 5 Funciones vitales que caracterizan a plantas y animales como seres vivos, y su relación con el entorno natural, así como sus cambios a través del tiempo.",4,6°,"Comprende y explica la importancia de los fósiles como evidencia para la reconstrucción de la vida en el pasado, su relación con organismos y entornos actuales, y la evolución de los seres vivos; describe cómo se lleva a cabo el proceso de fosilización a partir de construir modelos."
4,"Fase 5 Funciones vitales que caracterizan a plantas y animales como seres vivos, y su relación con el entorno natural, así como sus cambios a través del tiempo.",4,6°,Propone y practica acciones para cuidar a los seres vivos actuales y prevenir su extinción.
4,"Fase 5 Funciones vitales que caracterizan a plantas y animales como seres vivos, y su relación con el entorno natural, así como sus cambios a través del tiempo.",4,6°,"Comprende que las funciones vitales de nutrición, reproducción y relación con el entorno natural caracterizan a los seres vivos, incluido el ser humano."
5,"Fase 5 Factores que conforman la biodiversidad y el medio ambiente, la riqueza natural de México y su relevancia como parte del patrimonio biocultural de la humanidad, y la importancia de su conservación.",5,6°,"Comprende que el medio ambiente es el conjunto de a componentes naturales (factores biológicos: seres vivos y factores físicos: agua, aire, suelo, Sol, clima, entre otros) en interacción con los componentes sociales (aspectos culturales, económicos, científicos, tecnológicos y políticos)"
5,"Fase 5 Factores que conforman la biodiversidad y el medio ambiente, la riqueza natural de México y su relevancia como parte del patrimonio biocultural de la humanidad, y la importancia de su conservación.",5,6°,Analiza situaciones que se relacionan con problemas medio ambientales de la comunidad y el impacto que tienen en la salud ambiental.
5,"Fase 5 Factores que conforman la biodiversidad y el medio ambiente, la riqueza natural de México y su relevancia como parte del patrimonio biocultural de la humanidad, y la importancia de su conservación.",5,6°,"Propone y práctica acciones que favorecen el cuidado del medio ambiente; comprende el estrecho vínculo que tiene con el bienestar común, por lo que se requiere establecer una relación armónica con el medio ambiente."
6,"Fase 5 Pérdida de biodiversidad, problemas medio ambientales en la comunidad, México y el mundo, así como acciones orientadas a fortalecer estilos de vida sustentables.",6,6°,"Analiza y explica algunos problemas medio ambientales de la comunidad, México y el mundo, sus causas y consecuencias en la salud ambiental. Comprende que el efecto invernadero es un proceso natural que favorece la vida en el planeta; establece relaciones entre su alteración, la contaminación del aire y el cambio climático, así como las consecuencias en el medio ambiente y la salud."
