Contenido #,Contenido,PDA #,Grado,Descripción
1,"Valoración de la biodiversidad; en el territorio donde se ubica la localidad, entidad, México y el mundo, valores y acciones sustentables.",1,5°,"Comprende la biodiversidad, su función como elemento vital en la Tierra y en el equilibrio de la biosfera, así como la importancia para la vida humana y de las demás especies."
1,"Valoración de la biodiversidad; en el territorio donde se ubica la localidad, entidad, México y el mundo, valores y acciones sustentables.",1,5°,"Compara e interpreta representaciones cartográficas de la biodiversidad de México, su entidad y localidad, reconociendo su distribución y los elementos que la hacen posible (características y dinámica del suelo, tipo de clima, altitud, latitud y continentalidad, entre otros)."
1,"Valoración de la biodiversidad; en el territorio donde se ubica la localidad, entidad, México y el mundo, valores y acciones sustentables.",1,5°,"Indaga cómo y por qué está desapareciendo la biodiversidad, incluyendo los cambios del clima global y sus riesgos para la vida."
1,"Valoración de la biodiversidad; en el territorio donde se ubica la localidad, entidad, México y el mundo, valores y acciones sustentables.",1,5°,"Propone y realiza acciones que ayuden a proteger la biodiversidad, de acuerdo con sus posibilidades, desde una perspectiva crítica.."
2,"Valoración de la megadiversidad mexicana: megadiversidad en México, diversidad cultural, relaciones ser humano-naturaleza y representaciones distintas de las diferentes culturas o grupos sociales, sobre la biodiversidad y su manejo, acorde a sus contextos.",2,5°,"Comprende por qué México es un país biodiverso y biocultural, así como la biodiversidad local y su influencia en las tradiciones culturales de la comunidad (cultivos, alimentos, indumentaria, herbolaria, fiestas, ritos, entre otras)."
2,"Valoración de la megadiversidad mexicana: megadiversidad en México, diversidad cultural, relaciones ser humano-naturaleza y representaciones distintas de las diferentes culturas o grupos sociales, sobre la biodiversidad y su manejo, acorde a sus contextos.",2,5°,"Reconoce que los grupos sociales generan conocimientos distintos sobre la biodiversidad y su manejo, acorde a sus contextos y que éstos influyen en la conformación de culturas diversas con formas propias de representar el mundo, la vida y sus relaciones con la naturaleza, entre sí y con los otros.."
3,"Sustentabilidad de la biodiversidad y humanismo: rasgos de los estilos de vida y modelos de desarrollo dominantes y su impacto en la biodiversidad, implicaciones socioambientales de la preservación.",3,5°,"Analiza críticamente estilos de vida y modelos de desarrollo dominantes en las sociedades del Mundo y de México a través del tiempo, así como su impacto desfavorable en la biodiversidad y el ambiente de su comunidad y del país (plantas, animales, suelos, aire, cuerpos de agua, manglares, agricultura, salud humana, entre otros)."
3,"Sustentabilidad de la biodiversidad y humanismo: rasgos de los estilos de vida y modelos de desarrollo dominantes y su impacto en la biodiversidad, implicaciones socioambientales de la preservación.",3,5°,"Argumenta críticamente cómo es que, bajo el ideal de satisfacer las necesidades, los patrones de producción y venta de consumibles se vinculan con la extracción de los bienes naturales, el consumo irracional de energía en su procesamiento y desecho, y los riesgos ambientales locales y globales.."
3,"Sustentabilidad de la biodiversidad y humanismo: rasgos de los estilos de vida y modelos de desarrollo dominantes y su impacto en la biodiversidad, implicaciones socioambientales de la preservación.",3,5°,"Reflexiona acerca de los valores e implicaciones socioambientales de la mercantilización de la biodiversidad, e identifica otros valores y formas de relación con la naturaleza, cuya prioridad sea la de cuidar su estabilidad y construir un mundo más seguro y humanista.."
4,"Ética y biodiversidad: factores sociales que propician la convivencia armónica con el medio ambiente basada en el respeto, responsabilidad, justicia social y equidad con la naturaleza.",4,5°,Dialoga acerca de los valores que necesitamos promover para conservar y proteger a la biodiversidad.
4,"Ética y biodiversidad: factores sociales que propician la convivencia armónica con el medio ambiente basada en el respeto, responsabilidad, justicia social y equidad con la naturaleza.",4,5°,"Elige y pone en práctica, de manera crítica, acciones de bienestar común para la regeneración y preservación de su biodiversidad en la vida cotidiana, promoviendo que autoridades, personas y familias de su comunidad, colaboren responsablemente para el logro de tal fin."
4,"Ética y biodiversidad: factores sociales que propician la convivencia armónica con el medio ambiente basada en el respeto, responsabilidad, justicia social y equidad con la naturaleza.",4,5°,"Dialoga y construye juicios éticos acerca de los seres vivos, y establece compromisos para su trato respetuoso y digno.."
5,Derechos humanos: a un ambiente sano y acceso al agua potable.,5,5°,Dialoga acerca del derecho humano a un ambiente sano y adecuado para su desarrollo y bienestar.
5,Derechos humanos: a un ambiente sano y acceso al agua potable.,5,5°,"Investiga la relación entre el derecho a un ambiente sano y las soluciones locales basadas en el trabajo colectivo, critico y justo, para restaurar o reducir la destrucción de la biodiversidad y promover en la escuela, barrio, pueblo o ciudad, su respeto, con responsabilidad y colaboración para protegerla, y aprovecharla de manera sustentable.."
6,"La responsabilidad compartida, el respeto y el consumo sustentable: acciones colectivas a favor de la protección, regeneración y preservación de la biodiversidad y el bienestar socioemocional.",6,5°,"Comprende el largo camino que recorren los productos para llegar a sus hogares, los medios que se utilizan para imponer patrones de consumo y la importancia de consumir lo local, eligiendo lo que compramos de manera responsable y consciente.."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,5°,"Comprende que los desastres no son naturales, sino eventos repentinos que ocasionan daños materiales, humanos y sociales, y que sus efectos pueden ser prevenidos o mitigados Identifica algunos componentes de un desastre, tales como los agentes perturbadores, que pueden ser de origen natural o humano; los agentes afectables, representados por la infraestructura y la comunidad; y los agentes reguladores, que son las instituciones encargadas de dar protección y ayuda a las personas afectadas."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,5°,"Identifica en mapas la localidad y la entidad, zonas de seguridad, y describe las rutas para llegar a ellas.."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,5°,"Comprende que los efectos de los desastres dependen de las decisiones que las personas tomen, tanto en sus vidas como para su entorno; por ejemplo, cómo y dónde se producen los alimentos y se construyen las viviendas, lo que puede constituir un riesgo, así como cuáles son los programas de gobierno destinados a la prevención, atención y reconstrucción en caso de desastre.."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,5°,"Reflexiona y dialoga acerca de las responsabilidades compartidas, para la reducción del riesgo de desastres, con relación a qué le corresponde a la ciudadanía, a las autoridades, al gobierno, a empresarias y empresarios, a las organizaciones de la sociedad civil así como, la importancia de participar en acciones individuales y colectivas encaminadas a la prevención en su comunidad."
7,"Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas: sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos.",7,5°,"Promueve la empatía con personas que han vivido una situación de desastre, y organizar acciones de ayuda.."
8,"Construcción de la cultura de paz: análisis de conflictos vecinales y/o territoriales del pasado y del presente entre personas, grupos, comunidades y pueblos para identificar sus causas, cómo se desarrollaron y cómo se resolvieron, destacando el diálogo y la negociación y la tolerancia.",8,5°,"Indaga en fuentes orales, escritas o digitales acerca de conflictos vecinales entre personas y/o grupos de su comunidad, barrio, colonia o ciudad que han ocurrido en años recientes."
8,"Construcción de la cultura de paz: análisis de conflictos vecinales y/o territoriales del pasado y del presente entre personas, grupos, comunidades y pueblos para identificar sus causas, cómo se desarrollaron y cómo se resolvieron, destacando el diálogo y la negociación y la tolerancia.",8,5°,"Analiza críticamente las causas, desarrollo y resolución del conflicto."
8,"Construcción de la cultura de paz: análisis de conflictos vecinales y/o territoriales del pasado y del presente entre personas, grupos, comunidades y pueblos para identificar sus causas, cómo se desarrollaron y cómo se resolvieron, destacando el diálogo y la negociación y la tolerancia.",8,5°,Representa de forma gráfica o artística el proceso que ha seguido el conflicto..
