Contenido #,Contenido,PDA #,Grado,Descripción
1,"Diversos contextos sociales, naturales y territoriales: cambios y continuidades.",1,1°,"Identifica que es parte de un barrio, colonia, vecindad, comunidad, pueblo o localidad, y describe las características y diversidad de su entorno, en términos naturales, sociales y territoriales."
1,"Diversos contextos sociales, naturales y territoriales: cambios y continuidades.",1,1°,Ubica algunos sitios de interés del lugar donde vive y/o donde se encuentra la escuela con referencias básicas y los representa en dibujos y croquis.
2,"Respeto, cuidado y empatía hacia la naturaleza, como parte de un todo interdependiente.",2,1°,"Describe y reconoce la existencia de otros seres vivos (animales, plantas, hongos y microorganismos), y componentes de la naturaleza (ríos, mares, lagos, distintos suelos, montañas, valles y aire, entre otros) presentes en el lugar donde vive."
2,"Respeto, cuidado y empatía hacia la naturaleza, como parte de un todo interdependiente.",2,1°,"Analiza las formas de interactuar y explora las relaciones de cuidado y afectividad, con otros seres vivos y componentes de la naturaleza, los sentimientos que provocan, la importancia de promover el respeto y la empatía hacia todos los seres vivos y a la naturaleza."
2,"Respeto, cuidado y empatía hacia la naturaleza, como parte de un todo interdependiente.",2,1°,"Comprende cómo las acciones de los seres humanos pueden preservar, modificar o dañar los distintos componentes sociales y naturales del entorno."
3,"Impacto de las actividades humanas en la naturaleza y sustentabilidad: actividades humanas que afectan a la naturaleza, y la necesidad de establecer compromisos que contribuyan a la preservación y prevención y disminución del impacto socio ambiental.",3,1°,"Describe las actividades que se realizan de manera cotidiana en su casa, escuela y comunidad, e identifica en cada caso, la relación que dicha actividad guarda con la naturaleza, para reconocer situaciones que la benefician o dañan y así valorar sus acciones."
4,"Cambios en la naturaleza del lugar donde vive, y su relación con las actividades humanas cotidianas que tienen orden cronológico, asociadas a ciclos agrícolas y festividades, así como su vinculo con la noción de tiempo y espacio histórico (*antes, durante y después*)",4,1°,"Reconoce que existen diferentes formas de nombrar y entender, tanto a las actividades humanas como su orden cronológico y temporal, de acuerdo con el contexto social y cultural."
5,"Los seres humanos son diversos y valiosos, y tienen derechos humanos.",5,1°,"Reconoce que todas las personas son únicas, valiosas y tienen el derecho humano de ser parte de familias, grupos escolares, comunidades y pueblos y que esto es parte de sus derechos humanos."
5,"Los seres humanos son diversos y valiosos, y tienen derechos humanos.",5,1°,"Identifica acciones y reconoce su derecho a ejercer la libertad de manifestar opiniones, ideas, sentimientos, deseos y necesidades, expresiones que considera propias, así como de recibir cuidados por parte de su familia, comunidad y/o pueblos."
6,"Atención a las necesidades básicas, como parte del ejercicio de los derechos humanos.",6,1°,"Relaciona la atención de sus necesidades básicas (alimentación, salud, y vivienda, entre otras) que forman parte del ejercicio de sus derechos humanos y comprende la importancia de que todas las personas accedan a ellos y los ejerzan, independientemente del género, edad, pueblo y comunidad, lengua, nacionalidad, religión, discapacidad o cualquier otro origen o condición."
7,"Situaciones de violencia, injusticia o discriminación, que afectan a integrantes de nuestras familias, la escuela o la comunidad.",7,1°,"Reconoce actos de violencia, injusticia, desventaja o discriminación que ocurren en diferentes espacios e instituciones (escuela, unidades médicas, servicios públicos, entre otros), y es sensible a la manera en que ello afecta a las personas, colectivos y comunidades que son excluidos por edad, identidad de género, orientación sexual, origen cultural o étnico, el idioma que hablan, su origen nacional, rasgos físicos, discapacidad, religión, condición social y económica, entre otras características."
8,"Respeto a la dignidad e integridad: límites corporales y situaciones de riesgo para prevenir y denunciar situaciones de acoso, abuso y violencia de carácter sexual en la casa, la escuela, la comunidad y con el uso de internet y redes sociales.",8,1°,"Analiza la importancia del respeto a la dignidad e integridad a partir del cuidado de su cuerpo y reconocer sus límites corporales, diferenciando el contacto físico sano y reconfortante de aquél que nos causa incomodidad y amenaza nuestro bienestar físico o mental, para protección en la familia, en la escuela y la comunidad, considerando también el uso de internet y redes sociales."
8,"Respeto a la dignidad e integridad: límites corporales y situaciones de riesgo para prevenir y denunciar situaciones de acoso, abuso y violencia de carácter sexual en la casa, la escuela, la comunidad y con el uso de internet y redes sociales.",8,1°,Identifica y rechaza situaciones de riesgo y conductas nocivas que afectan la dignidad e integridad de las personas.
9,"Responsabilidad compartida en el cuidado de sí y el de nuestro entorno con la familia, la escuela, la comunidad, el uso del internet y redes sociales, para generar espacios de bienestar e inclusión, equidad e igualdad.",9,1°,"Identifica y describe las responsabilidades compartidas que tienen estudiantes, adultos, padres y autoridades, así como integrantes de la escuela y comunidad, para el cuidado de sí, articulado a la generación de espacios de bienestar e inclusión, equidad e igualdad y un uso responsable de internet y redes sociales."
10,"Historia personal y familiar, diversidad de familias y el derecho a pertenecer a una.",10,1°,"Indaga en diversas fuentes orales, escritas, digitales, objetos y testimonios, para construir la historia personal y familiar y la representa por medio de dibujos y gráficos como la línea del tiempo; explica similitudes y diferencias con las historias de sus pares, identificando orígenes nacionales o migratorios, étnicos, actividades y trabajos."
11,"Construcción de la paz mediante el diálogo: situaciones de conflicto o discrepancia como parte de la interacción de los seres humanos en la casa, el aula, la escuela y la comunidad.",11,1°,"Analiza situaciones de conflicto como parte de la interacción de los seres humanos, e identifica los que ha enfrentado o ha observado en su casa, el aula, la escuela y la comunidad."
11,"Construcción de la paz mediante el diálogo: situaciones de conflicto o discrepancia como parte de la interacción de los seres humanos en la casa, el aula, la escuela y la comunidad.",11,1°,"Describe e identifica a personas que participan en situaciones de conflicto o discrepancia, y usa el diálogo para evitar trascender a la violencia. Reflexiona acerca de que la paz se construye en colectivo mediante el diálogo."
12,"Democracia como forma de vida: construcción participativa de normas, reglas y acuerdos para alcanzar metas colectivas y contribuir a una convivencia pacífica en nuestra casa, el aula, la escuela y la comunidad, así como las consecuencias de no respetar los acuerdos, reglas y normas escolares y comunitarias.",12,1°,"Participa en la revisión y construcción de acuerdos y reglas que regulan la convivencia en la familia y el grupo escolar, con la finalidad de atender las necesidades comunes, alcanzar metas colectivas, distribuir las responsabilidades y organizar el tiempo de mejor manera para convivir de forma pacífica."
13,"Funciones y responsabilidades de las autoridades, de la familia, la escuela y la comunidad para la organización de la convivencia, la resolución de conflictos y el cumplimiento de acuerdos y normas de manera participativa y pacífica.",13,1°,"Identifica funciones y responsabilidades de las autoridades de su casa, el aula, la escuela, las actividades que realizan, cómo toman las decisiones, cómo conocen las necesidades de los integrantes de su familia o escuela, cómo se distribuyen las tareas y responsabilidades; y establece compromisos para colaborar con las autoridades en favor de la convivencia pacífica."
14,"Situaciones de la vida diaria en las que niñas y niños pueden o no tomar decisiones, y en las que se requiere ayuda, valorando los límites y riesgos del entorno.",14,1°,"Reconoce y ejerce su capacidad para tomar decisiones, distinguiendo situaciones en las que niñas y niños pueden decidir, de aquellas en las que es necesario solicitar ayuda, para no ponerse en riesgo."
14,"Situaciones de la vida diaria en las que niñas y niños pueden o no tomar decisiones, y en las que se requiere ayuda, valorando los límites y riesgos del entorno.",14,1°,"Identifica que cada decisión conlleva una responsabilidad y un compromiso consigo mismo o misma, con la comunidad y la sociedad."
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,1°,"Analiza que niñas y niños tienen el derecho a participar con igualdad y pueden realizar las mismas actividades deportivas, artísticas y recreativas, tanto en casa como en la escuela."
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,1°,"Dialoga acerca de ideas sobre comportamientos de niñas y niños que limitan el derecho a la igualdad y la expresión de sentimientos y emociones, la participación en juegos y actividades."
15,"El derecho a la igualdad de género y vida sin violencia: estereotipos de género que pueden inducir a formas de violencia, desigualdad y discriminación.",15,1°,Propone y participa de manera igualitaria en actividades en la casa y en la escuela.
16,"Manifestaciones culturales y símbolos que identifican a los diversos pueblos indígenas, afrodescendientes y migrantes y a México como nación.",16,1°,"Identifica y valora manifestaciones culturales y símbolos que identifican a la comunidad, pueblo o ciudad que incluyen distintas tradiciones, lenguas, fiestas, danzas, música, historia oral, rituales, gastronomía, artes y saberes, entre otras características. Reconoce sus vínculos con los pueblos indígenas, afromexicanos y/o migrantes, entre otros."
17,Historia de la vida cotidiana: cambios en el tiempo y el espacio ocurridos en la comunidad.,17,1°,"Indaga en fuentes orales, escritas, fotográficas, testimoniales y digitales, los cambios en la vida cotidiana, en el tiempo y el espacio, ocurridos en la comunidad, con relación a las viviendas, los trabajos y las áreas verdes."
18,Personas en situación de migración y sus derechos.,18,1°,"Reconoce la necesidad que tienen algunas personas de cambiar de lugar de residencia, para buscar mejores condiciones de vida."
18,Personas en situación de migración y sus derechos.,18,1°,Dialoga acerca de experiencias propias o de otras personas de su comunidad que han migrado dentro del país o fuera de México.
