Contenido #,Contenido,PDA #,Grado,Descripción
1,La comunidad como el espacio en el que se vive y se encuentra la escuela.,1,2°,"Identifica las ventajas que conlleva: la seguridad, el intercambio, el sentido de pertenencia, la afectividad, el ser parte de una comunidad, barrio, unidad habitacional u otros espacios y grupos sociales."
1,La comunidad como el espacio en el que se vive y se encuentra la escuela.,1,2°,"Reconoce diferentes problemáticas sociales y ambientales de su comunidad, y reflexiona sobre algunas acciones para solucionarlas."
2,"Actitudes y prácticas que prevalecen entre los hombres y las mujeres en las familias, la escuela y la comunidad.",2,2°,"Analiza las situaciones acerca de la participación de hombres y mujeres, en las actividades familiares, incluyendo el sostenimiento económico."
2,"Actitudes y prácticas que prevalecen entre los hombres y las mujeres en las familias, la escuela y la comunidad.",2,2°,"Reconoce la aportación de mujeres y hombres, en las actividades de la escuela y la comunidad"
3,"Efectos de la pandemia de COVID-19 en las familias, la escuela y la comunidad.",3,2°,"Expresa, mediante diferentes recursos, sus experiencias sobre los cambios en la vida y las actividades durante la pandemia en las familias, la escuela y la comunidad."
3,"Efectos de la pandemia de COVID-19 en las familias, la escuela y la comunidad.",3,2°,"Reflexiona en torno a sus experiencias en cuanto al aprendizaje en línea, cambios en las relaciones con sus pares y nuevas formas de comunicación a través de las tecnologías digitales."
4,Historia personal y familiar.,4,2°,"Escribe acerca de sucesos de su historia personal y familiar y los apoya con dibujos, fotografías o imágenes, ordenados cronológicamente."
5,Sentido de pertenencia a la familia y la comunidad.,5,2°,Entrevista a familiares o integrantes de su comunidad acerca de los aspectos que se comparten entre todas y todos.
5,Sentido de pertenencia a la familia y la comunidad.,5,2°,Redacta breves textos acerca de lo que les es común a los miembros de la familia y la comunidad.
5,Sentido de pertenencia a la familia y la comunidad.,5,2°,"Responde sobre ¿quiénes somos?, ¿de dónde somos? y ¿qué tenemos en común?"
6,"Formas de ser, pensar, actuar y relacionarse.",6,2°,Explora sus posibilidades y las de otras personas para mostrar empatía acerca de las situaciones y condiciones que inciden en el desarrollo personal y colectivo.
7,construcción del proyecto de vida.,7,2°,"Explora necesidades e intereses al expresar lo que significan individual y colectivamente para definir metas a lograr, que contribuyan a su atención."
7,construcción del proyecto de vida.,7,2°,"Reconoce logros al participar en diferentes situaciones familiares y escolares para replantear su actuación en favor de una mayor confianza, seguridad y bienestar."
8,Educación integral en Sexualidad.,8,2°,"Diferencia manifestaciones y prácticas presentes en distintos ámbitos (escolar, laboral, social, cultural u otros), para reconocer aquellas que inciden en la construcción de la identidad de género."
9,capacidades y habilidades motrices.,9,2°,Combina diversos patrones básicos de movimiento para actuar con base en las características de cada juego o situación.
10,"Posibilidades cognitivas, expresivas, motrices, creativas y de relación.",10,2°,"Experimenta acciones que implican comunicación y expresión por medio del cuerpo, para asignar un carácter personal a sus movimientos y mejorar la interacción."
11,Estilos de vida activos y saludables.,11,2°,Reconoce propuestas lúdicas o expresivas que fomentan su disfrute y práctica cotidiana para favorecer una vida activa y saludable.
12,"Pensamiento lúdico, divergente y creativo.",12,2°,"Propone soluciones ante retos y conflictos que se presentan en juegos y actividades, para promover la participación, el respeto y la colaboración."
13,Interacción motriz.,13,2°,"Reflexiona acerca de las normas básicas de convivencia en el juego y las actividades cotidianas, con el propósito de asumir actitudes que fortalezcan la interacción."
14,Acciones individuales que repercuten en la conservación y mejora de la salud.,14,2°,"Reflexiona acerca de situaciones y comportamientos que ponen en riesgo la salud, para promover acciones orientadas a los cuidados personales."
14,Acciones individuales que repercuten en la conservación y mejora de la salud.,14,2°,"Compara alimentos naturales y frescos, procesados y ultraprocesados que se consumen en su familia y la escuela, para valorar aquellos que contribuyen a mantener la salud."
14,Acciones individuales que repercuten en la conservación y mejora de la salud.,14,2°,"Socializa alternativas de solución ante riesgo de accidentes, dependencias y formas de violencia, para valorar aquellas que puede llevar a cabo en su familia y la escuela."
15,Sentido de comunidad y satisfacción de necesidades humanas.,15,2°,"Reconoce ideas, conocimientos, prácticas culturales y formas de organización, para explicar el significado que tienen en su familia y comunidad."
15,Sentido de comunidad y satisfacción de necesidades humanas.,15,2°,Identifica las necesidades de su comunidad y las formas de satisfacerlas a partir del uso del cuerpo o los objetos y la organización de las personas para explorar otras alternativas de atenderlas.
16,"Situaciones de riesgo social en las familias, escuela y comunidad.",16,2°,"Propone prácticas de autocuidado, de no violencia y convivencia pacífica."
16,"Situaciones de riesgo social en las familias, escuela y comunidad.",16,2°,Identifica personas e instituciones que pueden ayudar en situaciones de riesgo.
17,Prácticas de prevención y respuesta ante desastres ambientales.,17,2°,"Elabora y redacta acuerdos y normas, para actuar adecuadamente ante situaciones de desastres ambientales en su contexto."
18,Apoyos mutuos para favorecer los aprendizajes en el aula diversa.,18,2°,"Formula opciones de apoyo a sus pares, ante condiciones personales diferentes: lenguas, lenguajes, movilidad, entre otras."
19,Aproximación a las tecnologías de la información y la comunicación.,19,2°,Utiliza las tecnologías de la información y la comunicación para investigar temas de su interés.
19,Aproximación a las tecnologías de la información y la comunicación.,19,2°,Comparte y organiza la información investigada con sus compañeras y compañeros.
20,Los efectos y su influencia en el bienestar.,20,2°,"Considera las reacciones emocionales para la toma de decisiones de forma asertiva ante situaciones de la vida diaria, con el fin de lograr bienestar individual y colectivo."
20,Los efectos y su influencia en el bienestar.,20,2°,Reflexiona sobre experiencias personales en las que las emociones le ayudaron en la resolución de situaciones cotidianas.
