Contenido #,Contenido,PDA #,Grado,Descripción
1,"Cuerpo humano: estructura externa, acciones para su cuidado y sus cambios como parte del crecimiento.",1,1°,"Compara y representa las partes externas del cuerpo humano, explica su funcionamiento; propone y practica acciones para cuidarlo y argumenta frecuencia con que recomendable llevarlas a cabo y por qué."
1,"Cuerpo humano: estructura externa, acciones para su cuidado y sus cambios como parte del crecimiento.",1,1°,"Describe sus características físicas y las de sus pares para favorecer el autoconocimiento y reconocer que todos los cuerpos son especiales, únicos e irrepetibles y merecen ser respetados."
1,"Cuerpo humano: estructura externa, acciones para su cuidado y sus cambios como parte del crecimiento.",1,1°,"Identifica, representa cronológicamente y comunica cómo es ahora y cómo era antes con base en características físicas, gustos, intereses, o actividades que realiza, e infiere algunos cambios que tendrá en el futuro al compararse con personas mayores y reconoce que son parte del crecimiento."
2,"Beneficios del consumo de alimentos saludables, de agua simple potable, y de la práctica de actividad física.",2,1°,"Indaga, registra y compara el tipo, la frecuencia y la cantidad de bebidas y alimentos que consume de manera personal en casa y la escuela."
2,"Beneficios del consumo de alimentos saludables, de agua simple potable, y de la práctica de actividad física.",2,1°,"Describe los alimentos y bebidas saludables que consume en casa, escuela y comunidad, y que junto con la práctica de actividad física le ayudan a crecer y evitar enfermedades."
3,Características del entorno natural y sociocultural.,3,1°,"Distingue, describe y registra, en su lengua materna, las características del entorno natural: plantas, animales, cuerpos de agua, si hace frío o calor, frecuencia de lluvias y sequías, entre otras."
3,Características del entorno natural y sociocultural.,3,1°,"Observa, compara y registra características de plantas y animales, como color, estructura y cubierta corporal, si son domésticos o silvestres; tienen flores, frutos o tienen espinas, raíces u hojas, entre otras, para clasificarlos a partir de criterios propios o consensuados."
3,Características del entorno natural y sociocultural.,3,1°,"Identifica y describe algunas prácticas socioculturales que forman parte de su entorno, relacionadas con el tipo de vivienda, vestido, juego, formas de hablar, medir, celebraciones y cuidado de la naturaleza, entre otras."
3,Características del entorno natural y sociocultural.,3,1°,"Representa en dibujos o croquis los componentes del entorno natural y sociocultural a partir de algunas referencias espaciales (enfrente, detrás, derecha, izquierda, cerca, lejos, entre otras) y el punto de referencia de la persona observadora."
4,"Impacto de las actividades humanas en el entorno natural, así como acciones y prácticas socioculturales para su cuidado.",4,1°,"Identifica actividades personales, familiares y de la comunidad que impactan en la naturaleza y en la salud de las personas, las registra y clasifica como positivas o negativas."
4,"Impacto de las actividades humanas en el entorno natural, así como acciones y prácticas socioculturales para su cuidado.",4,1°,Propone y participa en acciones y prácticas socioculturales de su comunidad que favorecen el cuidado del entorno natural; expresa la importancia de establecer relaciones más armónicas con la naturaleza.
