Contenido #,Contenido,PDA #,Grado,Descripción
1,"Estructura y funcionamiento del cuerpo humano: sistemas locomotor y digestivo, así como prácticas para su cuidado, desde su contexto sociocultural.",1,3°,"Identifica y describe que el sistema locomotor está conformado por el sistema óseo (huesos y columna vertebral), y el sistema muscular (músculos y articulaciones), y que sus funciones se relacionan con el soporte, protección y movimiento del cuerpo."
1,"Estructura y funcionamiento del cuerpo humano: sistemas locomotor y digestivo, así como prácticas para su cuidado, desde su contexto sociocultural.",1,3°,"Explica y representa el funcionamiento del sistema locomotor, con modelos que muestran la acción coordinada de los sistemas óseo, muscular y nervioso, en el movimiento del cuerpo."
1,"Estructura y funcionamiento del cuerpo humano: sistemas locomotor y digestivo, así como prácticas para su cuidado, desde su contexto sociocultural.",1,3°,"Describe acciones y prácticas socioculturales para el cuidado del sistema locomotor y la prevención de accidentes y lesiones, reconoce la importancia de la postura correcta, de acudir a los servicios de salud y evitar la automedicación.."
1,"Estructura y funcionamiento del cuerpo humano: sistemas locomotor y digestivo, así como prácticas para su cuidado, desde su contexto sociocultural.",1,4°,"Identifica y describe la estructura y funciones del sistema digestivo, así como su relación con el sistema circulatorio, a partir de representar la ruta de los alimentos durante la ingestión, digestión, absorción y transporte de nutrimentos, y los órganos que participan en estos procesos."
1,"Estructura y funcionamiento del cuerpo humano: sistemas locomotor y digestivo, así como prácticas para su cuidado, desde su contexto sociocultural.",1,4°,"Describe la participación de la saliva y los jugos gástricos en la transformación de los alimentos, a partir de experimentar con agua, vinagre, jugo de limón y diversos alimentos."
1,"Estructura y funcionamiento del cuerpo humano: sistemas locomotor y digestivo, así como prácticas para su cuidado, desde su contexto sociocultural.",1,4°,"Reconoce prácticas socioculturales como la herbolaria, para la atención de malestares e infecciones del sistema digestivo, y practica acciones para su cuidado.."
2,Estructura y funcionamiento del cuerpo humano: sistema sexual; cambios en la pubertad e implicaciones socioculturales.,2,3°,"Describe semejanzas y diferencias entre los órganos sexuales de las personas, sus nombres correctos y en su lengua materna, e identifica que estos determinan el sexo biológico; propone o practica acciones y hábitos de higiene para su cuidado como parte de la salud sexual."
2,Estructura y funcionamiento del cuerpo humano: sistema sexual; cambios en la pubertad e implicaciones socioculturales.,2,3°,"Comprende que los cuerpos cambian a lo largo del tiempo, al reconocer la variabilidad en tamaño, forma, funciones y características; explica que todas las culturas tienen maneras diferentes de ver los cuerpos y que todos merecen respeto, incluido el de las personas con discapacidad, como parte del derecho a una vida libre de violencia.."
2,Estructura y funcionamiento del cuerpo humano: sistema sexual; cambios en la pubertad e implicaciones socioculturales.,2,4°,"Indaga, describe y representa mediante modelos, los caracteres sexuales primarios y secundarios, al comparar los cuerpos de niñas y niños con los de adolescentes; establece relaciones entre los cambios que se presentan durante la pubertad y la adolescencia, con el desarrollo biológico del ser humano."
2,Estructura y funcionamiento del cuerpo humano: sistema sexual; cambios en la pubertad e implicaciones socioculturales.,2,4°,Comprende la importancia de llevar a cabo hábitos de higiene de los sistemas sexuales; practica acciones de autocuidado y toma decisiones para fortalecerlas..
