Contenido #,Contenido,PDA #,Grado,Descripción
1,Narración de sucesos del pasado y del presente.,1,4°,"Reconoce y usa diversos estilos, recursos y estrategias narrativas."
1,Narración de sucesos del pasado y del presente.,1,4°,Establece relaciones causales y temporales entre acontecimientos.
1,Narración de sucesos del pasado y del presente.,1,4°,"Reflexiona sobre los tiempos presente, pretérito y copretérito, para narrar sucesos."
1,Narración de sucesos del pasado y del presente.,1,4°,"Infiere el significado de las palabras, a partir de la información contextual de un texto.."
2,"Descripción de personas, lugares, hechos y procesos.",2,4°,"Planea, escribe, revisa y corrige textos donde describe, de manera lógica, procesos con los que tiene cierta familiaridad."
2,"Descripción de personas, lugares, hechos y procesos.",2,4°,Reflexiona sobre el uso de palabras y frases adjetivas y adverbiales para describir procesos.
2,"Descripción de personas, lugares, hechos y procesos.",2,4°,"Utiliza algunos conectores secuenciales, como en primer lugar, posteriormente, finalmente; y temporales, como al mismo tiempo, simultáneamente, más tarde, antes, cuando describe un proceso, a fin de dar claridad al texto."
2,"Descripción de personas, lugares, hechos y procesos.",2,4°,"Revisa y corrige las descripciones que realiza, para transmitir ideas de forma clara, evitando repeticiones innecesarias."
2,"Descripción de personas, lugares, hechos y procesos.",2,4°,"Reconoce el uso del punto y coma y los dos puntos, y los emplea al enumerar diferentes elementos o aspectos.."
3,Diálogo para la toma de acuerdos y el intercambio de puntos de vista.,3,4°,Indica de manera respetuosa cuando no ha comprendido los puntos de vista o ideas de otros.
3,Diálogo para la toma de acuerdos y el intercambio de puntos de vista.,3,4°,"Utiliza información de varias fuentes orales y escritas, para explicar y argumentar sus propias ideas y puntos de vista."
3,Diálogo para la toma de acuerdos y el intercambio de puntos de vista.,3,4°,"Recupera de forma explícita experiencias y conocimientos, para tomar decisiones o asumir una postura."
3,Diálogo para la toma de acuerdos y el intercambio de puntos de vista.,3,4°,"Intercambia información, practica la escucha activa, empatía y/o negociación y toma de acuerdos.."
4,"Comprensión y producción de textos expositivos en los que se planteen: problema-solución, comparación contraste, causa consecuencia y enumeración.",4,4°,Identifica los efectos de la situación o fenómeno planteados en la información que presenta un texto expositivo.
4,"Comprensión y producción de textos expositivos en los que se planteen: problema-solución, comparación contraste, causa consecuencia y enumeración.",4,4°,"Planea, escribe, revisa y corrige sus propios textos expositivos del tipo: problema-solución, comparación-contraste, causa-consecuencia y enumeración."
4,"Comprensión y producción de textos expositivos en los que se planteen: problema-solución, comparación contraste, causa consecuencia y enumeración.",4,4°,Es capaz de seleccionar fuentes y obtener información para proponer soluciones a problemas de su entorno.
4,"Comprensión y producción de textos expositivos en los que se planteen: problema-solución, comparación contraste, causa consecuencia y enumeración.",4,4°,"Utiliza nexos, adverbios y frases adverbiales de secuencia como luego, más adelante, después, antes, más temprano, así como nexos para establecer comparaciones; en cambio, por un lado, por otro lado, a diferencia de, al igual que.."
5,Búsqueda y manejo reflexivo de información.,5,4°,"Elabora preguntas para localizar la información que requiere y reflexiona sobre el uso de acentos gráficos en palabras que se usan para preguntar: qué, cómo, cuándo, dónde, por qué, para qué.."
6,Comprensión y producción de textos discontinuos para organizar actividades y ordenar información.,6,4°,"Identifica características y funciones de los textos discontinuos, en particular de líneas del tiempo, tablas de doble entrada y gráficas."
6,Comprensión y producción de textos discontinuos para organizar actividades y ordenar información.,6,4°,"Reflexiona sobre el uso de textos discontinuos, para resumir y ordenar información."
6,Comprensión y producción de textos discontinuos para organizar actividades y ordenar información.,6,4°,Produce textos discontinuos para organizar información que expone a otras personas.
6,Comprensión y producción de textos discontinuos para organizar actividades y ordenar información.,6,4°,Emplea signos de puntuación como el punto y la coma..
8,Comprensión y producción de textos instructivos para realizar actividades escolares y participar en diversos juegos.,8,4°,"Analiza las características de diversos textos instructivos, como reglamentos, recetas médicas y de cocina, indicaciones para participar en un juego de mesa o de patio, e interpreta la información que representan."
8,Comprensión y producción de textos instructivos para realizar actividades escolares y participar en diversos juegos.,8,4°,"Emplea verbos en infinitivo o imperativo, así como términos secuenciales, para escribir instrucciones."
8,Comprensión y producción de textos instructivos para realizar actividades escolares y participar en diversos juegos.,8,4°,Describe el orden secuencias de un procedimiento.
8,Comprensión y producción de textos instructivos para realizar actividades escolares y participar en diversos juegos.,8,4°,Reflexiona sobre la ortografía de palabras homónimas.
8,Comprensión y producción de textos instructivos para realizar actividades escolares y participar en diversos juegos.,8,4°,"Emplea signos de puntuación como el punto, la coma y los dos puntos.."
9,Exposición sobre temas diversos.,9,4°,"Expone sobre diversos temas, considerando: Como presentador o presentadora -Planear su exposición, lo cual incluye la elaboración de materiales de apoyo."
9,Exposición sobre temas diversos.,9,4°,-Realizar apuntes para usar como guía.
9,Exposición sobre temas diversos.,9,4°,-Reflexionar sobre el uso de sinónimos y antónimos.
9,Exposición sobre temas diversos.,9,4°,"Mantener el interés del auditorio, ajustando el volumen de voz y usando elementos paralingüísticos."
9,Exposición sobre temas diversos.,9,4°,-Responder dudas y atender inquietudes..
9,Exposición sobre temas diversos.,9,4°,"Como audiencia -Escuchar atenta y compresivamente, tomando notas."
9,Exposición sobre temas diversos.,9,4°,-Plantear preguntas o comentar sobre lo expuesto..
10,Comunicación a distancia con interlocutores y propósitos diversos.,10,4°,Lee y analiza cartas reales y/o literarias.
10,Comunicación a distancia con interlocutores y propósitos diversos.,10,4°,"Usa convenciones de cartas y otros textos epistolares, como lugar, fecha, destinatario, dirección, en el intercambio postal y/o electrónico de mensajes."
10,Comunicación a distancia con interlocutores y propósitos diversos.,10,4°,"Mantiene comunicación a distancia con interlocutores y propósitos diversos, usando invitaciones, felicitaciones, recados, tarjetas postales y documentos adjuntos."
10,Comunicación a distancia con interlocutores y propósitos diversos.,10,4°,Reflexiona sobre la necesidad de proteger sus datos personales y acuerda medidas y acciones para salvaguardar su integridad física y moral..
11,Análisis e intercambio de comentarios sobre empaques de productos y anuncios publicitarios.,11,4°,"Comprende advertencias e instrucciones incluidas en empaques y etiquetas de productos, así como la finalidad de sus anuncios publicitarios."
11,Análisis e intercambio de comentarios sobre empaques de productos y anuncios publicitarios.,11,4°,"Identifica emisor, receptor y propósito de anuncios publicitarios difundidos en diferentes medios y reflexiona sobre su veracidad, Reflexiona y comenta sobre la función persuasiva del lenguajes publicitario y el desarrollo del pensamiento crítico ante la publicidad.."
12,"Indagación, reelaboración y difusión de notas informativas con opiniones sobre hechos que afectan a la escuela y/o a la comunidad.",12,4°,Conoce hechos noticiosos o noticias por medio de noticieros de radio y/o televisión.
12,"Indagación, reelaboración y difusión de notas informativas con opiniones sobre hechos que afectan a la escuela y/o a la comunidad.",12,4°,Compara cómo se presenta una misma noticia en distintos medios de comunicación e identifica diferencias y semejanzas en su tratamiento.
12,"Indagación, reelaboración y difusión de notas informativas con opiniones sobre hechos que afectan a la escuela y/o a la comunidad.",12,4°,Comenta y comparte sus impresiones sobre diferencias y semejanzas identificadas en el mismo tratamiento de una noticia..
13,Uso de textos formales para atender diversos asuntos personales o del bienestar común.,13,4°,Identifica formularios que se emplean em la gestión de determinados trámites personales..
14,Entrevistas con personas de la comunidad para conocer diversos temas.,14,4°,Participa en entrevistas a distintos personajes de la comunidad acerca de condiciones problemáticas que padecen y posibilidades de solución.
14,Entrevistas con personas de la comunidad para conocer diversos temas.,14,4°,Elabora preguntas pertinentes que recaben la información deseada y evita plantear redundantes.
14,Entrevistas con personas de la comunidad para conocer diversos temas.,14,4°,Usa signos de interrogación y puntuación para escribir las preguntas y respuestas.
14,Entrevistas con personas de la comunidad para conocer diversos temas.,14,4°,"Planifica entrevistas: define propósitos, identifica personas por entrevistar, plantea preguntas, duración, lugar, fecha.."
14,Entrevistas con personas de la comunidad para conocer diversos temas.,14,4°,"Usa pautas que norman intercambios orales: respetar turno para hacer uso de la palabra, prestar atención, adecuar tono y volumen de voz, emplear fórmulas de cortesía, plantear preguntas, exponer opiniones.."
