Contenido #,Contenido,PDA #,Grado,Descripción
1,La comunidad como el espacio en el que se vive y se encuentra la escuela.,1,4°,"Reconoce ideas, conocimientos, prácticas culturales y formas de organización, para explicar el significado que tienen en su familia, escuela y comunidad.."
2,"Las familias como espacio de protección, cuidado, afecto y sustento para el desarrollo personal.",2,4°,"Reflexiona sobre el valor de la familia y de la aportación de sus integrantes, para favorecer su desarrollo personal y afectivo."
2,"Las familias como espacio de protección, cuidado, afecto y sustento para el desarrollo personal.",2,4°,"Describe los valores que distinguen a su familia, para entenderlos como elementos de desarrollo social y personal.."
3,Entendimiento mutuo en la escuela.,3,4°,"Comparte ideas y experiencias sobre diferentes temas, para aprender la importancia de escuchar."
3,Entendimiento mutuo en la escuela.,3,4°,"Conoce distintos puntos de vista, para favorecer el entendimiento y la negociación con las demás personas.."
4,"La escuela como espacio de convivencia, colaboración y aprendizaje.",4,4°,"Participa en la toma de decisiones sobre el funcionamiento de la escuela, y la relación escuela-comunidad, para favorecer la colaboración."
4,"La escuela como espacio de convivencia, colaboración y aprendizaje.",4,4°,"Propone alternativas que favorezcan la colaboración entre las personas que integran la escuela y su comunidad para enriquecer sus experiencias, saberes y conocimientos.."
5,"Formas de ser, pensar, actuar y relacionarse.",5,4°,"Comparte los cambios que afronta en sus capacidades y las formas de ser, pensar, actuar y relacionarse para valorar la manera en que las demás personas inciden en la construcción de su identidad.."
6,Construcción del proyecto de vida.,6,4°,"Reconoce cambios en sus necesidades, intereses y logros, para ajustar metas y diseñar estrategias que permitan cumplirlas."
6,Construcción del proyecto de vida.,6,4°,"Reflexiona acerca de los factores culturales, sociales u otros presentes en la conformación de las ideas, preferencias, necesidades y circunstancias, para determinar aspectos que posibilitan o limitan el desarrollo personal y colectivo.."
7,"Equidad de género en las familias, la escuela y la comunidad.",7,4°,"Reflexiona acerca de los estilos de relación y distribución de responsabilidades, para tomar decisiones respecto de aquellos que inciden positivamente en el bienestar de todas y todos.."
8,Educación integral en sexualidad.,8,4°,Valora y aprecia las formas de expresar el carácter y los afectos para tomar decisiones orientadas a salvaguardar su integridad..
9,"Efectos en la vida de las personas, derivados de cambios sociales, culturales y en la salud.",9,4°,"Dialoga acerca de situaciones que conoce o ha vivido en su familia o comunidad, para comprender causas y efectos en la vida de las personas.."
10,Reconocimiento de las necesidades y características propias y de las demás personas.,10,4°,Aprecia lo que las personas le aportan en la atención de sus necesidades e intereses para reconocer la importancia del enriquecimiento mutuo.
10,Reconocimiento de las necesidades y características propias y de las demás personas.,10,4°,"Invita a otras personas a participar en una representación dramatizada, sobre la importancia del reconocimiento de todas y todos.."
11,"Sentido de pertenencia, identidad personal y social.",11,4°,"Reconstruye la historia de su familia, escuela y comunidad, a partir de narraciones y/o documentos en los que respondan a cuestionamientos como ¿Quiénes somos?, y ¿de dónde vinieron nuestros antepasados?, para descubrir los diversos aportes socioculturales y lingüísticos que puedan ser parte de su identidad."
11,"Sentido de pertenencia, identidad personal y social.",11,4°,"Consulta, por diversos medios físicos y electrónicos, información para entender la articulación de su comunidad local con la región, alcaldía, estado, según se trate de contextos rurales o urbanos.."
12,Capacidades y habilidades motrices.,12,4°,"Pone en práctica sus habilidades motrices en situaciones lúdicas, individuales y colectivas, para valorar la diversidad de posibilidades que contribuyen a mejorar su actuación.."
13,"Posibilidades cognitivas, expresivas, motrices, creativas y de relación.",13,4°,"Reconoce sus capacidades y habilidades motrices, al representar con el cuerpo situaciones e historias a fin de favorecer la construcción de la imagen corporal.."
14,Estilos de vida activos y saludables.,14,4°,"Organiza juegos y otras actividades físicas, para analizar avances y logros personales o grupales, e favor de asumir una vida saludable.."
15,"Pensamiento lúdico, estratégico y creativo.",15,4°,Diseña estrategias para atender situaciones o resolver problemas y conflictos que se presentan en el juego y en actividades cotidianas..
16,Interacción motriz.,16,4°,"Experimenta situaciones caracterizadas por la cooperación y oposición, con el fin de reconocer sus implicaciones en la interacción y el logro de metas.."
17,Hábitos saludables para promover el bienestar en los seres vivos.,17,4°,"Analiza las características de una alimentación saludable, para diseñar estrategias que mejoren sus hábitos alimentarios en el contexto escolar."
17,Hábitos saludables para promover el bienestar en los seres vivos.,17,4°,"Realiza prácticas de hidratación saludable para promover prácticas de alimentación, vinculadas con la salud en su escuela y comunidad.."
18,Higiene para una vida saludable.,18,4°,"Comparte experiencias para mejorar la higiene en su escuela y su comunidad, y organiza campañas de higiene en la escuela y la comunidad.."
19,Situaciones de riesgo social en la comunidad y región donde vive.,19,4°,Analiza situaciones de riesgo social en la comunidad y región donde vive.
19,Situaciones de riesgo social en la comunidad y región donde vive.,19,4°,"Distingue situaciones de riesgo social en la región, y propone algunas medidas para el autocuidado."
19,Situaciones de riesgo social en la comunidad y región donde vive.,19,4°,"Reconoce que la violencia doméstica y el vandalismo son situaciones que ponen en riesgo la sana convivencia, y analiza estrategias de prevención al respecto."
19,Situaciones de riesgo social en la comunidad y región donde vive.,19,4°,"Organiza compañeras en su grupo y escuela, para prevenir problemas sociales, como la violencia escolar, el vandalismo, las adicciones, entre otros."
19,Situaciones de riesgo social en la comunidad y región donde vive.,19,4°,"Investiga problemas sociales en su contexto y país, para analizar sus causas y efectos.."
20,Los afectos y su influencia en el bienestar.,20,4°,Utiliza conocimientos previos sobre las diferentes expresiones emocionales para aprovechar su función en situaciones cotidianas.
20,Los afectos y su influencia en el bienestar.,20,4°,Considera las reacciones emocionales ante situaciones comunes e identifica las más adecuadas para lograr sus metas y el bien común..
