Contenido #,Contenido,PDA #,Grado,Descripción
1,"Representaciones cartográficas de la localidad y/o comunidad; su ubicación dentro de la entidad y del país, con relación al conocimiento, función y cuidados de los ecosistemas como sustento de la vida.",1,3°,"Elabora representaciones cartográficas de la localidad o pueblo donde vive, considerando los puntos cardinales dentro de la entidad."
1,"Representaciones cartográficas de la localidad y/o comunidad; su ubicación dentro de la entidad y del país, con relación al conocimiento, función y cuidados de los ecosistemas como sustento de la vida.",1,3°,"Indaga sobre los ecosistemas locales y sus características, y los concibe como espacios vivos y complejos de la naturaleza."
1,"Representaciones cartográficas de la localidad y/o comunidad; su ubicación dentro de la entidad y del país, con relación al conocimiento, función y cuidados de los ecosistemas como sustento de la vida.",1,3°,"Comprende las relaciones e interdependencias de sus componentes, como sustento de vida en la Tierra y de los seres vivos que la habitamos."
1,"Representaciones cartográficas de la localidad y/o comunidad; su ubicación dentro de la entidad y del país, con relación al conocimiento, función y cuidados de los ecosistemas como sustento de la vida.",1,3°,"Reflexiona situaciones de riesgo o amenazas a la preservación de los ecosistemas, y sus posibles causas locales."
1,"Representaciones cartográficas de la localidad y/o comunidad; su ubicación dentro de la entidad y del país, con relación al conocimiento, función y cuidados de los ecosistemas como sustento de la vida.",1,3°,"Conoce cómo se puede contribuir a preservar los ecosistemas, así como sobre la importancia del respeto, responsabilidad y colaboración en su cuidado y aprovechamiento de sustentable, a través del tiempo, con equidad y justicia social.."
2,"Valoración de los ecosistemas: características del territorio como espacio de vida y las interacciones de la comunidad con los ecosistemas, para su preservación responsable y sustentable.",2,3°,"Representa cartográficamente las características del territorio de su comunidad, como espacio de vida."
2,"Valoración de los ecosistemas: características del territorio como espacio de vida y las interacciones de la comunidad con los ecosistemas, para su preservación responsable y sustentable.",2,3°,"Indaga las interacciones de la comunidad con los ecosistemas del territorio, reconociendo: rasgos físicos, altitud, biodiversidad local (tipo de animales y plantas), tipos de suelo, tipos de cultivos, aire, agua (de dónde llega el agua que toman en su comunidad, manantiales, ríos, lagunas, barrancas)."
2,"Valoración de los ecosistemas: características del territorio como espacio de vida y las interacciones de la comunidad con los ecosistemas, para su preservación responsable y sustentable.",2,3°,"Analiza críticamente cómo interactúa con ellos cotidianamente, así como los beneficios que obtiene para su supervivencia junto con su comunidad (alimentación, salud, vestido, economía, bienestar), su manejo inadecuado (valores culturales que degradan el territorio, sus ecosistemas, la vida, la salud y la tradición cultural de la comunidad), y evalúa los impactos positivos y negativos de sus interacciones y de la sociedad con la naturaleza.."
2,"Valoración de los ecosistemas: características del territorio como espacio de vida y las interacciones de la comunidad con los ecosistemas, para su preservación responsable y sustentable.",2,3°,"Comprende la importancia de que las personas actuemos con la responsabilidad, disminuyendo el deterioro de los ecosistemas, a partir de prácticas para la preservación de la vida y el bienestar de la comunidad.."
3,"Interculturalidad y sustentabilidad: formas en las que los pueblos originarios y otras culturales del país se relacionan con la naturaleza para contribuir a reducir el impacto negativo de la humanidad en el medio natural y social, así como acciones colectivas para promover el bienestar con respecto y protección, a fin de preservar la naturaleza y fortalecer la conciencia geográfica.",3,3°,"Reconoce y analiza otras cosmovisiones o formas de relación de la sociedad con la naturaleza de pueblos originarios, campesinos y de otras culturas del país, que han establecido patrones de uso de los ecosistemas, sustentados en valores que tienen como principio una relación de respeto, equilibrio y reciprocidad con los ecosistemas de la Tierra y los otros seres vivos, así como su contribución en un manejo responsable o sustentable de su riqueza natural y en su preservación.."
3,"Interculturalidad y sustentabilidad: formas en las que los pueblos originarios y otras culturales del país se relacionan con la naturaleza para contribuir a reducir el impacto negativo de la humanidad en el medio natural y social, así como acciones colectivas para promover el bienestar con respecto y protección, a fin de preservar la naturaleza y fortalecer la conciencia geográfica.",3,3°,"Comprende que algunas de esas prácticas las puede desarrollar de manera personal y colectiva desde el ámbito escolar, reconociendo que con ello ayuda en el cuidado de la vida y de la Tierra, de sí mismo y de otras personas."
3,"Interculturalidad y sustentabilidad: formas en las que los pueblos originarios y otras culturales del país se relacionan con la naturaleza para contribuir a reducir el impacto negativo de la humanidad en el medio natural y social, así como acciones colectivas para promover el bienestar con respecto y protección, a fin de preservar la naturaleza y fortalecer la conciencia geográfica.",3,3°,Identifica que hay leyes que protegen los derechos humanos a la salud y a un medio ambiente sano para el desarrollo y bienestar..
4,"Cuidado de los ecosistemas para su regeneración, preservación responsable y sustentable.",4,3°,"Reflexiona situaciones de riesgo o amenazas a la preservación de los ecosistemas, y sus posibles causas locales."
4,"Cuidado de los ecosistemas para su regeneración, preservación responsable y sustentable.",4,3°,"Indaga y analiza cómo se puede contribuir a regenerar y preservar los ecosistemas, y argumenta la importancia de que las personas actuemos con responsabilidad y colaboración, disminuyendo el deterioro de los ecosistemas, a partir de prácticas para la preservación de la vida y el bienestar de la comunidad.."
5,"Acciones de prevención ante peligros o amenazas de fenómenos naturales y acciones humanas y la importancia de actuar y participar en la escuela, barrio, pueblo, comunidad, entidad y país; promover la cultura de prevención, autoprotección, empatía y solidaridad con las personas afectadas y el entorno socioambiental.",5,3°,"Indaga en fuentes orales, bibliográficas, hemerográficas, y en medios digitales, desastres ocurridos en la localidad o en la entidad, localiza en mapas los lugares en los que ocurrieron los desastres y los relaciona con los fenómenos naturales, muestra empatía y solidaridad con las personas afectadas."
5,"Acciones de prevención ante peligros o amenazas de fenómenos naturales y acciones humanas y la importancia de actuar y participar en la escuela, barrio, pueblo, comunidad, entidad y país; promover la cultura de prevención, autoprotección, empatía y solidaridad con las personas afectadas y el entorno socioambiental.",5,3°,"Participa en acciones individuales y colectivas, en la escuela, barrio, pueblo, comunidad y entidad como parte de una cultura de prevención y autoprotección."
5,"Acciones de prevención ante peligros o amenazas de fenómenos naturales y acciones humanas y la importancia de actuar y participar en la escuela, barrio, pueblo, comunidad, entidad y país; promover la cultura de prevención, autoprotección, empatía y solidaridad con las personas afectadas y el entorno socioambiental.",5,3°,"Identifica zonas de seguridad o albergues ante peligros o amenazas en la localidad donde vive, asociados a fenómenos naturales como: sismos, huracanes, deslaves, inundaciones, tsunamis e incendios, entre otros."
5,"Acciones de prevención ante peligros o amenazas de fenómenos naturales y acciones humanas y la importancia de actuar y participar en la escuela, barrio, pueblo, comunidad, entidad y país; promover la cultura de prevención, autoprotección, empatía y solidaridad con las personas afectadas y el entorno socioambiental.",5,3°,Elabora croquis y mapas para localizarlos y describe las rutas para llegar a ellos..
5,"Acciones de prevención ante peligros o amenazas de fenómenos naturales y acciones humanas y la importancia de actuar y participar en la escuela, barrio, pueblo, comunidad, entidad y país; promover la cultura de prevención, autoprotección, empatía y solidaridad con las personas afectadas y el entorno socioambiental.",5,3°,"Comprende la necesidad de participar en acciones individuales y colectivas, encaminadas a la prevención de riesgos, al autocuidado y cuidado de la familia, y otras personas en la casa, la escuela y la comunidad, como la implementación de una mochila de emergencia.."
6,"Caracterización y localización del territorio donde vive, la entidad y México; identificación de los tipos de suelo, clima, vegetación, fauna, cuerpos de agua (ríos, lagos, cenotes, humedades), así como las formas culturales que se desarrollan, vinculadas al patrimonio biocultural de la entidad y región; reconocimiento de su organización política y cambios históricos, hasta su conformación actual.",6,3°,"Identifica las características de la comunidad y la entidad y la entidad como suelo, clima, animales y plantas, cuerpos de agua, relieve; las representa en dibujos, croquis y mapas."
6,"Caracterización y localización del territorio donde vive, la entidad y México; identificación de los tipos de suelo, clima, vegetación, fauna, cuerpos de agua (ríos, lagos, cenotes, humedades), así como las formas culturales que se desarrollan, vinculadas al patrimonio biocultural de la entidad y región; reconocimiento de su organización política y cambios históricos, hasta su conformación actual.",6,3°,"Localiza y reconoce la forma, extensión y límites territoriales, la organización política de la comunidad y la entidad, como parte de México."
6,"Caracterización y localización del territorio donde vive, la entidad y México; identificación de los tipos de suelo, clima, vegetación, fauna, cuerpos de agua (ríos, lagos, cenotes, humedades), así como las formas culturales que se desarrollan, vinculadas al patrimonio biocultural de la entidad y región; reconocimiento de su organización política y cambios históricos, hasta su conformación actual.",6,3°,"Indaga sobre los cambios en la conformación territorial, poblacional e histórica de la comunidad y la entidad."
6,"Caracterización y localización del territorio donde vive, la entidad y México; identificación de los tipos de suelo, clima, vegetación, fauna, cuerpos de agua (ríos, lagos, cenotes, humedades), así como las formas culturales que se desarrollan, vinculadas al patrimonio biocultural de la entidad y región; reconocimiento de su organización política y cambios históricos, hasta su conformación actual.",6,3°,Identifica formas culturales que se desarrollan vinculadas al patrimonio biocultural de la entidad y región tales como la milpa y la chinampa..
7,"Composición sociocultural de la entidad federativa y de México, y su configuración a través de la historia como un país pluricultural, integrado por pueblos originarios, afromexicanos, migrantes y diversas comunidades con características y necesidades, quienes han luchado por el reconocimiento de la igualdad en dignidad y derechos.",7,3°,"Dialoga acerca de las aportaciones de pueblos originarios, afro mexicanos, migrantes y diversas comunidades entre otros, al patrimonio cultural y a la memoria colectiva de la comunidad y entidad."
7,"Composición sociocultural de la entidad federativa y de México, y su configuración a través de la historia como un país pluricultural, integrado por pueblos originarios, afromexicanos, migrantes y diversas comunidades con características y necesidades, quienes han luchado por el reconocimiento de la igualdad en dignidad y derechos.",7,3°,"Identifica formas de pensar, hablar, convivir, vestir, celebrar y compartir en su comunidad y la entidad."
7,"Composición sociocultural de la entidad federativa y de México, y su configuración a través de la historia como un país pluricultural, integrado por pueblos originarios, afromexicanos, migrantes y diversas comunidades con características y necesidades, quienes han luchado por el reconocimiento de la igualdad en dignidad y derechos.",7,3°,"Reconoce que las leyes garantizan el derecho a vivir con igualdad y dignidad, así como a expresar sus prácticas culturales y lingüísticas, y a respetar y valorar las prácticas de otras personas o grupos.."
8,"La vida cotidiana antes de la primera invasión europea y en el México colonial: personas y grupos sociales que incidieron en la historia de la comunidad, entidad y el país, para reconocer sus aportes en lo social, cultural, político y económico.",8,3°,"Indaga en fuentes primarias o secundarias bibliográficas, orales, hemerográficas, digitales, iconográficas, materiales (objetos de uso cotidiano, edificaciones), sobre pueblos originarios que habitaron en lo que hoy es el territorio nacional, antes de la primera invasión europea, por ejemplo, Olmecas, Teotihuacanos, Mayas, Zapotecas, Toltecas, Mixtecas y Mexicas."
8,"La vida cotidiana antes de la primera invasión europea y en el México colonial: personas y grupos sociales que incidieron en la historia de la comunidad, entidad y el país, para reconocer sus aportes en lo social, cultural, político y económico.",8,3°,"Si es el caso, identifica los pueblos originarios que habitaban el territorio que hoy ocupa su entidad antes de la primera invasión europea.."
8,"La vida cotidiana antes de la primera invasión europea y en el México colonial: personas y grupos sociales que incidieron en la historia de la comunidad, entidad y el país, para reconocer sus aportes en lo social, cultural, político y económico.",8,3°,"Reconoce la ubicación de pueblos originarios en mapas, códices y narraciones, analiza algunos aspectos de la vida cotidiana: ¿Cómo vivían?, ¿Cómo eran sus casas y a qué se dedicaban?, ¿Cómo se organizaban y trabajaban en la familia y en la comunidad?, ¿Cuáles eran sus creencias?, ¿Cómo educaban a sus hij@s?, ¿Cuáles eran las tareas de las mujeres? Identifica personas y grupos relevantes que incidieron en la historia de los pueblos que habitaban el territorio que hoy conocemos como México, antes de la primera invasión europea.."
9,"Origen histórico de algunos símbolos (territorio, lugares sagrados, figuras y colores, banderas, escudos, himnos, entre otros), que identifican a las comunidades, pueblos, la entidad y a México como país, en tanto referentes que dan sentidos de identidad y pertenencia.",9,3°,"Indaga acerca de los símbolos de identidad y pertenencia en la comunidad, localidad o pueblo y en la entidad federativa, para comprender que la identidad nacional es el conjunto de identidades plurales, que pueden convivir respetuosamente, en la medida que exista igualdad de condiciones sociales, culturales, educativas, entre otras."
9,"Origen histórico de algunos símbolos (territorio, lugares sagrados, figuras y colores, banderas, escudos, himnos, entre otros), que identifican a las comunidades, pueblos, la entidad y a México como país, en tanto referentes que dan sentidos de identidad y pertenencia.",9,3°,"Dialoga acerca de la importancia de los símbolos para las comunidades, la entidad y para México, y reconoce la forma en que se presentan.."
10,"El derecho a la protección de la integridad propia y la de todas las personas, reconociendo situaciones de riesgo, como el maltrato, el abuso, bullyng o la explotación de tipo sexual y la importancia de su prevención, al conocer las instancias para solicitar ayuda y/o denunciar.",10,3°,"Identifica situaciones y personas que representan un riesgo para la protección, de la dignidad y la integridad física y mental de niñas y niños."
10,"El derecho a la protección de la integridad propia y la de todas las personas, reconociendo situaciones de riesgo, como el maltrato, el abuso, bullyng o la explotación de tipo sexual y la importancia de su prevención, al conocer las instancias para solicitar ayuda y/o denunciar.",10,3°,"Reconoce que tienen derecho a la protección ante situaciones que ponen en riesgo su integridad como maltrato, abuso o explotación de tipo sexual y expresa lo que siente al respecto."
10,"El derecho a la protección de la integridad propia y la de todas las personas, reconociendo situaciones de riesgo, como el maltrato, el abuso, bullyng o la explotación de tipo sexual y la importancia de su prevención, al conocer las instancias para solicitar ayuda y/o denunciar.",10,3°,"Propone acciones individuales o colectivas para ejercer su derecho a la protección y minimizar situaciones de riesgo en el aula, la escuela y la comunidad.."
11,"Experiencias de organización comunitaria del pasado y del presente, y las acciones de colaboración, reciprocidad, cuidado mutuo y trabajo por el bienestar de la escuela, barrio, comunidad, pueblo y colectivo social, para configurar ambientes seguros e igualitarios, con equidad y justicia.",11,3°,"Indaga en fuentes orales o escritas acerca de formas de organización participativa, en el pasado y en el presente de su comunidad, e identifica la importancia de la colaboración, la reciprocidad, el respeto y el cuidado mutuo."
11,"Experiencias de organización comunitaria del pasado y del presente, y las acciones de colaboración, reciprocidad, cuidado mutuo y trabajo por el bienestar de la escuela, barrio, comunidad, pueblo y colectivo social, para configurar ambientes seguros e igualitarios, con equidad y justicia.",11,3°,"Propone para su aplicación en la escuela formas de organización participativa, que contribuyan al bienestar de la colectividad escolar.."
12,"Situaciones de discriminación en el aula, la escuela, la comunidad, la entidad y el país, sobre la diversidad de género, cultural, étnica, lingüística, social, así como sobre rasgos físicos, desarrollo cognitivo y barreras de aprendizaje, y participación en ámbitos de convivencia, para la promoción de ambientes igualitarios, de respeto a la dignidad humana y a los derechos de todas las personas.",12,3°,"Analiza e identifica en el aula, la escuela, la comunidad y la entidad, situaciones de discriminación y exclusión por motivo de diversidad de género, física, sensorial, intelectual, mental, cultural, étnica, lingüística o social."
12,"Situaciones de discriminación en el aula, la escuela, la comunidad, la entidad y el país, sobre la diversidad de género, cultural, étnica, lingüística, social, así como sobre rasgos físicos, desarrollo cognitivo y barreras de aprendizaje, y participación en ámbitos de convivencia, para la promoción de ambientes igualitarios, de respeto a la dignidad humana y a los derechos de todas las personas.",12,3°,"Promueve en su entorno próximo de convivencia, acciones de trato igualitario, de respeto a la dignidad humana, a la diversidad cultural y a los derechos de niñas y niños.."
13,"Retos en el reconocimiento y ejercicio de los derechos humanos y la satisfacción de las necesidades básicas, físicas, sociales, de seguridad.",13,3°,"Analiza las necesidades básicas: físicas, sociales, de seguridad, emocionales y cognitivas de niñas, niños y adolescentes, las relaciona con el ejercicio de sus derechos, comparte experiencias sobre cómo éstas son satisfechas en las familias y en la comunidad."
13,"Retos en el reconocimiento y ejercicio de los derechos humanos y la satisfacción de las necesidades básicas, físicas, sociales, de seguridad.",13,3°,"Dialoga acerca de lo que ocurre cuando esas necesidades no son satisfechas, identifica a quiénes corresponde generar condiciones para que todas las personas satisfagan sus necesidades y garantizar que pueden ejercer sus derechos humanos.."
14,"La construcción colectiva de la paz: situaciones que generan diferencias y conflictos que afectan la convivencia entre las personas y grupos de pertenencia, causas y formas de resolverlo a través del diálogo, la comunicación y la empatía, para contribuir a la convivencia y la resolución de conflictos sin violencia.",14,3°,"Reconoce que la paz se construye al dialogar sobre tensiones surgidas por diferencias de intereses, puntos de vista, formas de vida y de organización, acceso a servicios, entre otros, que dan lugar a conflictos entre las personas con las que se convive, en los ámbitos escolar, con los pares, miembros de la familia y otras personas del entorno, e identifica causas y formas de resolverlos sin violencia mediante la comunicación y la empatía sustentada en los derechos humanos.."
