Contenido #,Contenido,PDA #,Grado,Descripción
1,"Estructura y funcionamiento del cuerpo humano: sistemas locomotor y digestivo, así como prácticas para su cuidado, desde su contexto sociocultural.",1,4°,"Identifica y describe la estructura y funciones del sistema digestivo, así como su relación con el sistema circulatorio, a partir de representar la ruta de los alimentos durante la ingestión, digestión, absorción y transporte de nutrimentos, y los órganos que participan en estos procesos."
1,"Estructura y funcionamiento del cuerpo humano: sistemas locomotor y digestivo, así como prácticas para su cuidado, desde su contexto sociocultural.",1,4°,"Describe la participación de la saliva y los jugos gástricos en la transformación de los alimentos, a partir de experimentar con agua, vinagre, jugo de limón y diversos alimentos."
1,"Estructura y funcionamiento del cuerpo humano: sistemas locomotor y digestivo, así como prácticas para su cuidado, desde su contexto sociocultural.",1,4°,"Reconoce prácticas socioculturales como la herbolaria, para la atención de malestares e infecciones del sistema digestivo, y practica acciones para su cuidado.."
2,Estructura y funcionamiento del cuerpo humano: sistema sexual; cambios en la pubertad e implicaciones socioculturales.,2,4°,"Indaga, describe y representa mediante modelos, los caracteres sexuales primarios y secundarios, al comparar los cuerpos de niñas y niños con los de adolescentes; establece relaciones entre los cambios que se presentan durante la pubertad y la adolescencia, con el desarrollo biológico del ser humano."
2,Estructura y funcionamiento del cuerpo humano: sistema sexual; cambios en la pubertad e implicaciones socioculturales.,2,4°,Comprende la importancia de llevar a cabo hábitos de higiene de los sistemas sexuales; practica acciones de autocuidado y toma decisiones para fortalecerlas..
2,Estructura y funcionamiento del cuerpo humano: sistema sexual; cambios en la pubertad e implicaciones socioculturales.,2,4°,"Comprende que la menstruación es un ciclo natural de desarrollo físico de las niñas a partir de describir y representar sus fases; explica la diversidad de síntomas físicos y sensaciones que se pueden experimentar, algunas creencias y tabúes alrededor de ésta, así como medidas de cuidado e higiene personal."
2,Estructura y funcionamiento del cuerpo humano: sistema sexual; cambios en la pubertad e implicaciones socioculturales.,2,4°,"Indaga y comunica ideas, valores, prácticas, costumbres y estereotipos que existen en las familias y la comunidad, en torno a los cambios anatómicos y fisiológicos que se presentan tanto en la pubertad como en la adolescencia, para distinguir entre las niñas y los niños, de las y los adolescentes.."
3,"Alimentación saludable, con base en el Plato del Bien Comer, así como prácticas culturales y la toma de decisiones encaminadas a favorecer la salud y el medio ambiente y la economía familiar.",3,4°,"Indaga y describe los alimentos que consume e identifica los que necesita incluir en su alimentación, así como los beneficios para su salud y para realizar sus actividades diarias.."
3,"Alimentación saludable, con base en el Plato del Bien Comer, así como prácticas culturales y la toma de decisiones encaminadas a favorecer la salud y el medio ambiente y la economía familiar.",3,4°,"Reconoce y valora las prácticas culturales, relacionadas con la alimentación saludable presentes en su comunidad, como la milpa, y la rotación de cultivos, que favorecen la producción y consumo responsable, la obtención de una variedad de alimentos y el cuidado del medio ambiente."
3,"Alimentación saludable, con base en el Plato del Bien Comer, así como prácticas culturales y la toma de decisiones encaminadas a favorecer la salud y el medio ambiente y la economía familiar.",3,4°,"Indaga y explica qué productos y alimentos son convenientes adquirir o consumir en su familia, por su costo económico y el impacto medio ambiental que provocan.."
4,"Interacciones entre plantas, animales y el entorno natural: nutrición y locomoción.",4,4°,"Identifica y clasifica animals, con base en su tipo de alimentación: herbívoros, carnivoros y omnívoros, y su relación con el lugar donde viven."
4,"Interacciones entre plantas, animales y el entorno natural: nutrición y locomoción.",4,4°,"Identifica, representa y explica el proceso de nutrición de plantas, en el que intervienen la luz solar, el agua, las sales minerals y el dióxido de carbono, sin llegar al uso de formulas químicas.."
4,"Interacciones entre plantas, animales y el entorno natural: nutrición y locomoción.",4,4°,"Analiza y describe la estructura de cadenas alimentarias: productores (plantas), consumidores (animals), y descomponedores (hongos y bacterias), así como su relación con el lugar donde habitan."
4,"Interacciones entre plantas, animales y el entorno natural: nutrición y locomoción.",4,4°,"Explica las condiciones del entorno propicias para la existencia y sobrevivencia de plantas y animals, entre ellos el ser humano; reconociendo su compromise para cuidarlo.."
5,Relaciones entre los factores físicos y biológicos que conforman los ecosistemas y favorecen la preservación de la vida.,5,4°,"Identifica, representa y explica las interacciones entre los factores biólogicos (plantas, animals, incluido el ser humano, hongos y organismos microscópicos como bacterias), y los factores físicos (agua, aire, suelo y Sol) en la conformación de los ecosistemas."
